stock_id,date,open,high,low,close,volume,trading_money,trading_turnover,spread
00988B,2026-03-25,19.98,19.99,19.93,19.93,5898471,117757920.0,569,-0.07
00988B,2026-03-26,19.93,19.93,19.85,19.86,4095004,81389723.0,344,-0.07
00988B,2026-03-27,19.83,19.83,19.7,19.71,1976908,39007746.0,243,-0.15
00988B,2026-03-30,19.68,19.7,19.62,19.64,2349362,46150056.0,177,-0.07
00988B,2026-03-31,19.8,19.85,19.79,19.83,1506369,29866718.0,131,0.19
00988B,2026-04-01,19.89,19.92,19.85,19.91,2126236,42312609.0,188,0.08
00988B,2026-04-02,19.95,19.98,19.94,19.95,548400,10942116.0,93,0.04
00988B,2026-04-07,19.95,19.98,19.91,19.96,494527,9872391.0,72,0.01
00988B,2026-04-08,19.96,19.99,19.94,19.96,526306,10504872.0,76,0.0
00988B,2026-04-09,20.0,20.01,19.95,20.01,782385,15640696.0,120,0.05
00988B,2026-04-10,20.01,20.06,20.0,20.06,1679920,33659539.0,163,0.05
00988B,2026-04-13,20.05,20.05,20.0,20.01,164818,3297867.0,75,-0.05
00988B,2026-04-14,20.0,20.0,19.97,19.98,747958,14950725.0,89,-0.03
00988B,2026-04-15,19.99,20.01,19.99,20.0,611795,12236359.0,85,0.02
00988B,2026-04-16,20.0,20.01,19.99,20.0,866439,17322867.0,74,0.0
00988B,2026-04-17,20.01,20.01,19.98,20.0,1639499,32796610.0,170,0.0
00988B,2026-04-20,20.0,20.02,19.99,20.0,627377,12555502.0,63,0.0
00988B,2026-04-21,19.99,19.99,19.97,19.97,581397,11615046.0,69,-0.03
00988B,2026-04-22,19.97,19.97,19.95,19.96,149681,2987019.0,57,-0.01
00988B,2026-04-23,19.96,19.96,19.94,19.94,615310,12273728.0,79,-0.02
00988B,2026-04-24,19.94,19.94,19.9,19.92,273729,5449636.0,56,-0.02
00988B,2026-04-27,19.92,19.92,19.86,19.86,402375,8000129.0,66,-0.06
00988B,2026-04-28,19.85,19.91,19.84,19.89,448655,8922022.0,37,0.03
00988B,2026-04-29,19.91,19.91,19.87,19.88,94469,1878373.0,40,-0.01
00988B,2026-04-30,19.88,19.9,19.88,19.9,112403,2236399.0,22,0.02
02001B,2025-11-04,8.75,8.75,8.74,8.74,3000,26240.0,3,-0.01
02001B,2025-11-05,8.77,8.77,8.76,8.76,7000,61370.0,7,0.02
02001B,2025-11-06,8.76,8.76,8.72,8.72,6000,52520.0,4,-0.04
02001B,2025-11-07,8.72,8.72,8.72,8.72,6000,52320.0,3,0.0
02001B,2025-11-10,8.72,8.72,8.72,8.72,6000,52320.0,5,0.0
02001B,2025-11-11,8.72,8.72,8.72,8.72,6000,52320.0,3,0.0
02001B,2025-11-12,8.72,8.72,8.72,8.72,6000,52320.0,4,0.0
02001B,2025-11-13,8.72,8.72,8.72,8.72,6000,52320.0,4,0.0
02001B,2025-11-14,8.72,8.72,8.72,8.72,6000,52320.0,3,0.0
02001B,2025-11-17,8.72,8.73,8.72,8.73,9000,78530.0,7,0.01
02001B,2025-11-18,8.73,8.74,8.73,8.74,6000,52430.0,3,0.01
02001B,2025-11-19,8.74,8.74,8.74,8.74,1000,8740.0,1,0.0
02001B,2025-11-20,8.74,8.74,8.74,8.74,4000,34960.0,4,0.0
02001B,2025-11-21,8.74,8.74,8.74,8.74,5000,43700.0,2,0.0
02001B,2025-11-24,8.74,8.74,8.74,8.74,5000,43700.0,2,0.0
02001B,2025-11-25,8.74,8.81,8.74,8.81,11000,96840.0,6,0.07
02001B,2025-11-26,8.81,8.82,8.81,8.82,12000,105790.0,5,0.01
02001B,2025-11-27,8.82,8.82,8.82,8.82,5000,44100.0,1,0.0
02001B,2025-11-28,8.83,8.83,8.83,8.83,5000,44150.0,1,0.01
02001B,2025-12-01,8.83,8.83,8.82,8.82,3000,26470.0,3,-0.01
02001B,2025-12-02,8.82,8.82,8.78,8.78,5000,44020.0,4,-0.04
02001B,2025-12-03,8.78,8.78,8.78,8.78,5000,43900.0,2,0.0
02001B,2025-12-04,8.78,8.79,8.78,8.79,2000,17570.0,2,0.01
02001B,2025-12-05,8.79,8.79,8.78,8.78,6000,52690.0,4,-0.01
02001B,2025-12-08,8.78,8.78,8.76,8.76,7000,61420.0,4,-0.02
02001B,2025-12-09,8.76,8.76,8.73,8.73,8000,69870.0,4,-0.03
02001B,2025-12-10,8.73,8.73,8.73,8.73,6000,52380.0,2,0.0
02001B,2025-12-11,8.73,8.73,8.73,8.73,7000,61110.0,6,0.0
02001B,2025-12-12,8.73,8.73,8.73,8.73,7000,61110.0,3,0.0
02001B,2025-12-15,8.73,8.73,8.73,8.73,7000,61110.0,5,0.0
02001B,2025-12-16,8.73,8.73,8.73,8.73,6000,52380.0,2,0.0
02001B,2025-12-17,8.75,8.75,8.75,8.75,7000,61250.0,4,0.02
02001B,2025-12-18,8.75,8.75,8.75,8.75,5000,43750.0,2,0.0
02001B,2025-12-19,8.75,8.77,8.75,8.77,6000,52520.0,4,0.02
02001B,2025-12-22,8.77,8.77,8.77,8.77,5000,43850.0,5,0.0
02001B,2025-12-23,8.77,8.77,8.75,8.75,4000,35060.0,4,-0.02
02001B,2025-12-24,8.74,8.75,8.74,8.75,5000,43710.0,3,0.0
