stock_id,date,open,high,low,close,volume,trading_money,trading_turnover,spread
00738U,2026-04-15,64.5,65.75,64.5,64.65,12164311,791098455.0,5896,2.1
00738U,2026-04-16,65.15,65.6,64.9,65.55,5711554,372893694.0,3038,0.9
00738U,2026-04-17,63.95,64.25,63.1,64.25,7194372,459481722.0,3285,-1.3
00738U,2026-04-20,64.85,65.4,64.7,64.7,7427618,482552807.0,4011,0.45
00738U,2026-04-21,64.7,64.7,63.7,64.0,5305618,340663244.0,2911,-0.7
00738U,2026-04-22,62.95,63.65,62.7,63.6,4376160,276057644.0,2984,-0.4
00738U,2026-04-23,63.5,63.55,61.3,61.55,9431895,585552308.0,4353,-2.05
00738U,2026-04-24,61.35,61.5,60.5,60.65,8182805,498131863.0,3418,-0.9
00738U,2026-04-27,60.9,62.0,60.7,61.6,5313442,326091580.0,2634,0.95
00738U,2026-04-28,61.35,61.4,59.95,60.1,4588356,277579065.0,3277,-1.5
00738U,2026-04-29,59.2,59.85,59.0,59.7,2799790,166281963.0,2221,-0.4
00738U,2026-04-30,58.6,59.15,58.15,58.3,4720680,276405518.0,4493,-1.4
00989B,2026-03-31,9.82,9.95,9.81,9.95,36552349,361545968.0,2459,0.03
00989B,2026-04-01,9.94,9.99,9.93,9.97,10928729,108859063.0,791,0.02
00989B,2026-04-02,9.98,10.0,9.97,9.99,8540089,85286451.0,565,0.02
00989B,2026-04-07,9.99,10.01,9.98,10.0,5518099,55197639.0,352,0.01
00989B,2026-04-08,10.01,10.01,9.99,10.0,5719891,57230867.0,377,0.0
00989B,2026-04-09,10.03,10.06,10.01,10.05,15057119,151011060.0,789,0.05
00989B,2026-04-10,10.03,10.08,10.03,10.05,6105509,61427500.0,378,0.0
00989B,2026-04-13,10.02,10.06,10.01,10.05,2403567,24146906.0,182,0.0
00989B,2026-04-14,10.04,10.05,10.01,10.01,1705934,17104977.0,168,-0.04
00989B,2026-04-15,10.03,10.06,10.02,10.06,3842386,38554720.0,288,0.05
00989B,2026-04-16,10.03,10.05,10.03,10.05,2107139,21165456.0,150,-0.01
00989B,2026-04-17,10.05,10.08,10.04,10.06,4195619,42242666.0,236,0.01
00989B,2026-04-20,10.04,10.07,10.04,10.06,1277050,12844524.0,90,0.0
00989B,2026-04-21,10.06,10.06,10.02,10.05,1145110,11497555.0,100,-0.01
00989B,2026-04-22,10.05,10.05,10.0,10.0,776070,7784393.0,95,-0.05
00989B,2026-04-23,9.99,10.02,9.99,10.02,680198,6808195.0,80,0.02
00989B,2026-04-24,10.0,10.01,10.0,10.0,296230,2963482.0,40,-0.02
00989B,2026-04-27,10.0,10.0,9.98,9.98,1040081,10380232.0,78,-0.02
00989B,2026-04-28,9.98,10.02,9.98,10.01,1019177,10202186.0,64,0.03
00989B,2026-04-29,10.0,10.02,10.0,10.02,1111110,11118750.0,52,0.01
00989B,2026-04-30,9.98,10.01,9.98,10.01,342209,3423573.0,35,-0.01
00997A,2026-04-14,10.34,10.65,10.34,10.65,212532014,2226420633.0,29229,0.53
00997A,2026-04-15,10.64,10.64,10.48,10.49,135197900,1426596040.0,26640,-0.16
00997A,2026-04-16,10.5,10.54,10.36,10.38,81464782,848931909.0,19550,-0.11
00997A,2026-04-17,10.45,10.47,10.4,10.42,46213582,482100865.0,7619,0.04
00997A,2026-04-20,10.51,10.56,10.49,10.5,48244173,507726460.0,8923,0.08
00997A,2026-04-21,10.59,10.65,10.58,10.64,72232705,766534742.0,7925,0.14
00997A,2026-04-22,10.7,10.83,10.7,10.79,58144118,627365299.0,8626,0.15
00997A,2026-04-23,10.91,10.98,10.62,10.74,69146357,747304009.0,11652,-0.05
00997A,2026-04-24,10.94,11.04,10.92,11.04,43619139,479312203.0,7644,0.3
00997A,2026-04-27,11.25,11.27,11.12,11.23,49568897,555514513.0,7439,0.19
00997A,2026-04-28,11.2,11.23,11.14,11.17,28171205,314969894.0,6236,-0.06
00997A,2026-04-29,11.07,11.09,11.02,11.08,20717280,229226327.0,4936,-0.09
00997A,2026-04-30,11.25,11.27,11.12,11.15,22946549,257240927.0,4609,0.07
