stock_id,date,open,high,low,close,volume,trading_money,trading_turnover,spread
00738U,2025-11-04,39.73,39.86,39.45,39.65,4717416,187147267.0,2149,-0.67
00738U,2025-11-05,39.0,39.55,38.89,39.54,2854940,111640847.0,1450,-0.11
00738U,2025-11-06,39.74,39.99,39.58,39.97,2053184,81800902.0,774,0.43
00738U,2025-11-07,39.93,40.2,39.93,40.17,2434543,97529225.0,988,0.2
00738U,2025-11-10,40.33,41.07,40.33,41.0,4856581,198032399.0,1822,0.83
00738U,2025-11-11,42.17,42.37,41.88,42.18,5452100,229602266.0,2496,1.18
00738U,2025-11-12,42.37,42.56,42.2,42.34,4990996,211508234.0,2061,0.16
00738U,2025-11-13,44.17,45.26,43.99,45.1,11892707,529983698.0,4945,2.76
00738U,2025-11-14,43.97,44.47,43.72,43.85,9165302,403842747.0,4085,-1.25
00738U,2025-11-17,42.58,42.58,41.91,41.92,6763230,285809955.0,3930,-1.93
00738U,2025-11-18,41.48,41.59,41.0,41.18,5011250,207138738.0,2434,-0.74
00738U,2025-11-19,42.07,42.51,41.91,42.41,3940437,166314915.0,1632,1.23
00738U,2025-11-20,42.81,42.81,42.0,42.5,3367571,143119303.0,1587,0.09
00738U,2025-11-21,41.87,41.87,41.05,41.19,5388194,223319372.0,2515,-1.31
00738U,2025-11-24,41.43,41.49,41.2,41.4,2269891,93839699.0,794,0.21
00738U,2025-11-25,42.35,42.85,42.35,42.8,4461590,190300403.0,1751,1.4
00738U,2025-11-26,42.6,43.2,42.54,43.2,3469257,149078881.0,1407,0.4
00738U,2025-11-27,44.14,44.21,43.74,43.95,5297207,232771845.0,1900,0.75
00738U,2025-11-28,44.44,44.94,44.44,44.77,7203781,321960140.0,2278,0.82
00738U,2025-12-01,47.76,48.17,46.99,47.14,12621904,601963792.0,4759,2.37
00738U,2025-12-02,47.6,47.79,47.09,47.73,6224175,295261342.0,2440,0.59
00738U,2025-12-03,48.53,49.08,48.39,48.88,7454232,363561232.0,3152,1.15
00738U,2025-12-04,48.5,48.72,48.14,48.28,5964580,288664508.0,2940,-0.6
00738U,2025-12-05,47.21,48.02,47.17,47.93,6291536,299076324.0,2497,-0.35
00738U,2025-12-08,48.29,48.46,47.63,48.01,5979456,287630816.0,2144,0.08
00738U,2025-12-09,48.07,48.45,47.97,48.21,3230848,155672452.0,1493,0.2
00738U,2025-12-10,50.35,50.95,50.35,50.5,8161631,413025910.0,3574,2.29
00738U,2025-12-11,51.7,52.0,51.05,51.05,7725786,398196144.0,3768,0.55
00738U,2025-12-12,52.5,52.95,52.05,52.65,7464257,391902658.0,3399,1.6
00738U,2025-12-15,51.8,51.95,51.1,51.75,10589961,545877527.0,4540,-0.9
00738U,2025-12-16,52.35,52.8,51.25,51.5,9197949,478329005.0,3675,-0.25
00738U,2025-12-17,52.75,54.75,52.65,54.6,11388360,613286678.0,4358,3.1
00738U,2025-12-18,54.95,55.05,54.15,55.0,6908952,378090910.0,3097,0.4
00738U,2025-12-19,53.9,54.05,53.2,53.8,10850254,581978274.0,5582,-1.2
00738U,2025-12-22,56.15,57.35,56.0,57.05,12218531,692791018.0,5035,3.25
00738U,2025-12-23,57.3,57.8,56.9,57.2,10854455,622349381.0,4824,0.15
00738U,2025-12-24,59.35,60.0,59.05,59.45,15478771,920998388.0,6746,2.25
00738U,2025-12-26,61.5,62.2,61.5,61.75,17784885,1099002338.0,8033,2.3
00738U,2025-12-29,63.55,66.45,62.75,65.5,40744403,2627487346.0,18710,3.75
00738U,2025-12-30,59.8,61.15,59.0,60.95,30222132,1815913214.0,17342,-4.55
00738U,2025-12-31,61.4,62.3,58.6,59.35,35175312,2127106393.0,17723,-1.6
00738U,2026-01-02,59.5,60.4,58.95,60.4,16124990,960579289.0,7524,1.05
00738U,2026-01-05,61.9,62.5,61.3,61.75,20681893,1280648001.0,8149,1.35
00738U,2026-01-06,62.7,64.95,62.35,64.8,18349733,1167460475.0,8031,3.05
00738U,2026-01-07,67.5,67.5,65.25,65.65,29479402,1949304962.0,10984,0.85
00738U,2026-01-08,64.45,64.9,63.0,63.15,21063279,1350162417.0,10475,-2.5
00738U,2026-01-09,62.55,63.75,61.9,62.9,14234712,893260653.0,7017,-0.25
00738U,2026-01-12,68.1,69.0,67.8,68.8,25585722,1753992099.0,10891,5.9
00738U,2026-01-13,69.3,70.8,68.8,70.55,22518561,1571383855.0,10577,1.75
00738U,2026-01-14,72.85,75.35,72.8,74.6,29747289,2198205154.0,13765,4.05
00738U,2026-01-15,76.2,76.35,70.8,72.15,46128876,3380940932.0,23052,-2.45
00738U,2026-01-16,74.3,75.7,73.5,74.75,23604791,1763434666.0,10145,2.6
00738U,2026-01-19,77.05,77.6,76.4,76.8,20903861,1608385333.0,9866,2.05
00738U,2026-01-20,77.15,77.6,76.2,77.4,17445747,1342822019.0,9074,0.6
00738U,2026-01-21,78.1,78.4,76.9,77.6,19357520,1502335164.0,9887,0.2
00738U,2026-01-22,75.15,76.85,74.75,76.65,14721426,1116757545.0,9765,-0.95
00738U,2026-01-23,80.0,81.55,79.7,81.2,22342080,1804808128.0,10567,4.55
00738U,2026-01-26,87.15,89.95,87.0,88.5,41387789,3662579228.0,20841,7.3
00738U,2026-01-27,88.35,91.45,87.95,89.05,45590295,4097369554.0,26240,0.55
00738U,2026-01-28,92.75,95.2,92.5,95.2,30087732,2820232029.0,18564,6.15
00738U,2026-01-29,98.45,98.45,96.3,96.75,38955530,3775418635.0,22321,1.55
00738U,2026-01-30,96.15,96.2,88.6,91.5,59644134,5512724484.0,35651,-5.25
00738U,2026-02-02,69.85,70.0,61.65,63.0,102576991,6832987930.0,56233,-28.5
00738U,2026-02-03,67.3,70.3,66.3,68.25,47061800,3213291887.0,24232,5.25
00738U,2026-02-04,70.45,72.1,70.3,72.0,39664881,2827358949.0,17558,3.75
00738U,2026-02-05,73.05,73.1,60.3,62.15,97181515,6330223304.0,42871,-9.85
00738U,2026-02-06,56.95,60.2,56.0,60.2,53329406,3094497959.0,24677,-1.95
00738U,2026-02-09,64.9,66.95,64.8,66.85,33874366,2229481421.0,15715,6.65
00738U,2026-02-10,66.25,67.5,65.8,65.85,20488232,1360947103.0,10744,-1.0
00738U,2026-02-11,66.4,67.4,66.2,66.95,17683522,1183005569.0,8253,1.1
00738U,2026-02-23,70.0,71.6,69.95,70.85,21116556,1497041153.0,10746,3.9
00738U,2026-02-24,71.2,71.4,69.0,71.0,17575877,1242759854.0,8575,0.15
00738U,2026-02-25,71.35,73.2,71.3,73.05,13359363,968941663.0,7287,2.05
00738U,2026-02-26,73.2,73.6,71.5,73.1,14859566,1081778678.0,7763,0.05
00738U,2026-03-02,76.75,77.1,74.9,76.25,28675342,2184078314.0,12193,3.15
00738U,2026-03-03,73.95,74.4,71.9,73.05,21743132,1592389067.0,11784,-3.2
00738U,2026-03-04,68.4,69.8,67.2,68.7,20925396,1434248315.0,11988,-4.35
00738U,2026-03-05,68.85,69.7,68.7,69.0,9835718,679410498.0,4448,0.3
00738U,2026-03-06,67.15,69.0,66.75,68.6,7892829,537730669.0,4129,-0.4
00738U,2026-03-09,65.4,68.1,65.0,67.75,14150927,941264817.0,6263,-0.85
00738U,2026-03-10,71.0,73.5,70.8,72.3,17769796,1284248544.0,8255,4.55
00738U,2026-03-11,72.85,73.0,71.7,71.8,9137056,659680275.0,5281,-0.5
00738U,2026-03-12,70.05,70.2,68.8,69.15,9571132,664423194.0,6996,-2.65
00738U,2026-03-13,69.55,69.8,68.6,68.8,5226119,361722515.0,3360,-0.35
00738U,2026-03-16,66.7,66.7,64.15,65.3,17966975,1173185058.0,11362,-3.5
00738U,2026-03-17,65.55,67.4,65.35,67.15,6317972,420025508.0,4030,1.85
00738U,2026-03-18,64.9,65.4,63.85,64.65,15905328,1026701000.0,11629,-2.5
00738U,2026-03-19,62.5,62.7,61.65,61.85,15640776,970579163.0,11331,-2.8
00738U,2026-03-20,59.7,60.8,59.5,60.25,14902347,896491227.0,10202,-1.6
00738U,2026-03-23,54.6,55.55,52.8,53.65,30861255,1670478542.0,18773,-6.6
00738U,2026-03-24,55.75,55.95,53.95,54.25,14362856,788679809.0,6405,0.6
00738U,2026-03-25,60.25,60.95,59.7,59.75,13129926,791487976.0,7049,5.5
00738U,2026-03-26,58.9,59.0,57.7,57.7,7279970,425582721.0,5699,-2.05
00738U,2026-03-27,55.3,57.0,55.1,56.85,8596356,481745326.0,4348,-0.85
00738U,2026-03-30,56.05,57.5,55.85,57.4,8736080,494245785.0,3483,0.55
00738U,2026-03-31,57.85,60.15,57.6,58.95,11098871,654858654.0,4615,1.55
00738U,2026-04-01,61.65,61.9,60.25,60.85,10415650,634925928.0,5076,1.9
00738U,2026-04-02,61.55,61.55,58.4,58.55,11424602,678977083.0,4900,-2.3
00738U,2026-04-07,58.85,59.85,58.65,58.85,4348856,257499210.0,2367,0.3
00738U,2026-04-08,62.3,62.65,61.85,62.65,11995526,746392728.0,5344,3.8
00738U,2026-04-09,60.1,60.6,59.4,60.25,9328998,560169947.0,3576,-2.4
00738U,2026-04-10,61.5,61.9,61.0,61.7,5669910,348904998.0,2795,1.45
00738U,2026-04-13,60.75,60.85,60.25,60.45,5320677,322156847.0,3000,-1.25
00738U,2026-04-14,61.65,62.7,61.6,62.55,6585055,409311197.0,3755,2.1
