stock_id,period_type,period,revenue,revenue_yoy,eps,eps_yoy,roe,announce_date
1325,quarterly,2024-Q3,,,-0.22,-164.7058823529412,,2024-09-30
1325,quarterly,2024-Q4,,,-0.47,-38.23529411764704,,2024-12-31
1325,quarterly,2025-Q1,,,-0.02,-112.5,,2025-03-31
1325,quarterly,2025-Q2,,,-0.58,-728.5714285714286,,2025-06-30
1325,quarterly,2025-Q3,,,-0.05,77.27272727272727,,2025-09-30
1325,quarterly,2025-Q4,,,-0.05,89.36170212765958,,2025-12-31
1325,quarterly,2026-Q1,,,-0.08,-300.0,,2026-03-31
1326,quarterly,2021-Q2,,,2.12,,,2021-06-30
1326,quarterly,2021-Q3,,,1.63,,,2021-09-30
1326,quarterly,2021-Q4,,,0.61,,,2021-12-31
1326,quarterly,2022-Q1,,,1.04,,,2022-03-31
1326,quarterly,2022-Q2,,,1.08,-49.056603773584904,,2022-06-30
1326,quarterly,2022-Q3,,,0.43,-73.61963190184049,,2022-09-30
1326,quarterly,2022-Q4,,,-1.28,-309.8360655737705,,2022-12-31
1326,quarterly,2023-Q1,,,-0.13,-112.5,,2023-03-31
1326,quarterly,2023-Q2,,,0.29,-73.14814814814815,,2023-06-30
1326,quarterly,2023-Q3,,,1.28,197.67441860465118,,2023-09-30
1326,quarterly,2023-Q4,,,0.02,101.5625,,2023-12-31
1326,quarterly,2024-Q1,,,0.26,300.0,,2024-03-31
1326,quarterly,2024-Q2,,,0.32,10.344827586206906,,2024-06-30
1326,quarterly,2024-Q3,,,-0.33,-125.78125,,2024-09-30
1326,quarterly,2024-Q4,,,-0.19,-1050.0,,2024-12-31
1326,quarterly,2025-Q1,,,-0.08,-130.76923076923077,,2025-03-31
1326,quarterly,2025-Q2,,,-1.16,-462.5,,2025-06-30
1326,quarterly,2025-Q3,,,0.3,190.9090909090909,,2025-09-30
1326,quarterly,2025-Q4,,,-0.05,73.6842105263158,,2025-12-31
1326,quarterly,2026-Q1,,,1.07,1437.5000000000002,0.23535651539761993,2026-03-31
1336,quarterly,2021-Q2,,,0.14,,,2021-06-30
1336,quarterly,2021-Q3,,,0.29,,,2021-09-30
1336,quarterly,2021-Q4,,,0.5,,,2021-12-31
1336,quarterly,2022-Q1,,,0.34,,,2022-03-31
1336,quarterly,2022-Q2,,,0.58,314.2857142857142,,2022-06-30
1336,quarterly,2022-Q3,,,0.93,220.68965517241384,,2022-09-30
1336,quarterly,2022-Q4,,,0.2,-60.0,,2022-12-31
1336,quarterly,2023-Q1,,,0.2,-41.1764705882353,,2023-03-31
1336,quarterly,2023-Q2,,,0.34,-41.37931034482758,,2023-06-30
1336,quarterly,2023-Q3,,,0.5,-46.23655913978495,,2023-09-30
1336,quarterly,2023-Q4,,,0.35,74.99999999999997,,2023-12-31
1336,quarterly,2024-Q1,,,0.43,114.99999999999999,,2024-03-31
1336,quarterly,2024-Q2,,,0.54,58.82352941176471,,2024-06-30
1336,quarterly,2024-Q3,,,0.56,12.00000000000001,,2024-09-30
1336,quarterly,2024-Q4,,,0.57,62.857142857142854,,2024-12-31
1336,quarterly,2025-Q1,,,0.44,2.325581395348839,,2025-03-31
1336,quarterly,2025-Q2,,,-0.06,-111.11111111111111,,2025-06-30
1336,quarterly,2025-Q3,,,0.23,-58.92857142857143,,2025-09-30
1336,quarterly,2025-Q4,,,0.11,-80.7017543859649,,2025-12-31
1336,quarterly,2026-Q1,,,0.1,-77.27272727272727,,2026-03-31
1337,quarterly,2021-Q2,,,-0.38,,,2021-06-30
1337,quarterly,2021-Q3,,,-0.55,,,2021-09-30
1337,quarterly,2021-Q4,,,-0.39,,,2021-12-31
1337,quarterly,2022-Q1,,,-0.36,,,2022-03-31
1337,quarterly,2022-Q2,,,-0.45,-18.42105263157895,,2022-06-30
1337,quarterly,2022-Q3,,,-0.53,3.636363636363639,,2022-09-30
1337,quarterly,2022-Q4,,,-0.43,-10.25641025641025,,2022-12-31
1337,quarterly,2023-Q1,,,-0.33,8.333333333333325,,2023-03-31
1337,quarterly,2023-Q2,,,-0.35,22.22222222222223,,2023-06-30
1337,quarterly,2023-Q3,,,-0.45,15.094339622641511,,2023-09-30
1337,quarterly,2023-Q4,,,-0.4,6.9767441860465045,,2023-12-31
1337,quarterly,2024-Q1,,,-0.36,-9.090909090909081,,2024-03-31
1337,quarterly,2024-Q2,,,-0.34,2.857142857142844,,2024-06-30
1337,quarterly,2024-Q3,,,-0.35,22.22222222222223,,2024-09-30
1337,quarterly,2024-Q4,,,-0.49,-22.499999999999993,,2024-12-31
1337,quarterly,2025-Q1,,,-0.41,-13.888888888888888,,2025-03-31
1337,quarterly,2025-Q2,,,-0.39,-14.705882352941172,,2025-06-30
1337,quarterly,2025-Q3,,,-0.44,-25.714285714285722,,2025-09-30
1337,quarterly,2025-Q4,,,-0.5,-2.040816326530614,,2025-12-31
1337,quarterly,2026-Q1,,,-0.43,-4.878048780487809,,2026-03-31
1338,quarterly,2021-Q2,,,0.29,,,2021-06-30
1338,quarterly,2021-Q3,,,1.01,,,2021-09-30
1338,quarterly,2021-Q4,,,1.37,,,2021-12-31
1338,quarterly,2022-Q1,,,1.62,,,2022-03-31
1338,quarterly,2022-Q2,,,-0.3,-203.44827586206895,,2022-06-30
1338,quarterly,2022-Q3,,,0.63,-37.62376237623762,,2022-09-30
1338,quarterly,2022-Q4,,,-0.31,-122.62773722627738,,2022-12-31
1338,quarterly,2023-Q1,,,-0.57,-135.18518518518516,,2023-03-31
1338,quarterly,2023-Q2,,,-1.13,-276.66666666666663,,2023-06-30
1338,quarterly,2023-Q3,,,0.21,-66.66666666666667,,2023-09-30
1338,quarterly,2023-Q4,,,-0.47,-51.61290322580644,,2023-12-31
1338,quarterly,2024-Q1,,,-0.3,47.368421052631575,,2024-03-31
1338,quarterly,2024-Q2,,,0.1,108.8495575221239,,2024-06-30
1338,quarterly,2024-Q3,,,-0.35,-266.66666666666663,,2024-09-30
1338,quarterly,2024-Q4,,,-0.59,-25.53191489361702,,2024-12-31
1338,quarterly,2025-Q1,,,-0.13,56.666666666666664,,2025-03-31
1338,quarterly,2025-Q2,,,-2.01,-2110.0,,2025-06-30
1338,quarterly,2025-Q3,,,0.14,140.0,,2025-09-30
1338,quarterly,2025-Q4,,,-0.24,59.32203389830508,,2025-12-31
1338,quarterly,2026-Q1,,,-1.15,-784.6153846153845,,2026-03-31
1339,quarterly,2021-Q2,,,-0.05,,,2021-06-30
1339,quarterly,2021-Q3,,,0.32,,,2021-09-30
1339,quarterly,2021-Q4,,,0.78,,,2021-12-31
1339,quarterly,2022-Q1,,,1.54,,,2022-03-31
1339,quarterly,2022-Q2,,,1.9,3900.0,,2022-06-30
1339,quarterly,2022-Q3,,,2.28,612.4999999999999,,2022-09-30
1339,quarterly,2022-Q4,,,-0.2,-125.64102564102564,,2022-12-31
1339,quarterly,2023-Q1,,,0.87,-43.50649350649351,,2023-03-31
1339,quarterly,2023-Q2,,,1.65,-13.157894736842104,,2023-06-30
1339,quarterly,2023-Q3,,,2.03,-10.964912280701755,,2023-09-30
1339,quarterly,2023-Q4,,,1.34,770.0,,2023-12-31
1339,quarterly,2024-Q1,,,1.8,106.89655172413795,,2024-03-31
1339,quarterly,2024-Q2,,,1.23,-25.454545454545453,,2024-06-30
1339,quarterly,2024-Q3,,,1.05,-48.27586206896551,,2024-09-30
1339,quarterly,2024-Q4,,,0.94,-29.850746268656724,,2024-12-31
1339,quarterly,2025-Q1,,,0.97,-46.111111111111114,,2025-03-31
1339,quarterly,2025-Q2,,,-0.75,-160.97560975609758,,2025-06-30
1339,quarterly,2025-Q3,,,0.91,-13.333333333333334,,2025-09-30
1339,quarterly,2025-Q4,,,1.29,37.2340425531915,4.457831325301204,2025-12-31
1339,quarterly,2026-Q1,,,2.78,186.59793814432987,7.6923076923076925,2026-03-31
1340,quarterly,2021-Q2,,,-0.78,,,2021-06-30
1340,quarterly,2021-Q3,,,-0.84,,,2021-09-30
1340,quarterly,2021-Q4,,,-1.26,,,2021-12-31
1340,quarterly,2022-Q1,,,-0.63,,,2022-03-31
1340,quarterly,2022-Q2,,,-0.68,12.820512820512816,,2022-06-30
1340,quarterly,2022-Q3,,,-0.77,8.333333333333327,,2022-09-30
1340,quarterly,2022-Q4,,,-0.73,42.06349206349206,,2022-12-31
1340,quarterly,2023-Q1,,,-0.55,12.698412698412692,,2023-03-31
1340,quarterly,2023-Q2,,,-0.64,5.8823529411764754,,2023-06-30
1340,quarterly,2023-Q3,,,-0.68,11.688311688311684,,2023-09-30
1340,quarterly,2023-Q4,,,-3.77,-416.43835616438355,,2023-12-31
1340,quarterly,2024-Q1,,,-0.66,-19.999999999999996,,2024-03-31
1340,quarterly,2024-Q2,,,-0.77,-20.3125,,2024-06-30
1340,quarterly,2024-Q3,,,-0.89,-30.88235294117646,,2024-09-30
1340,quarterly,2024-Q4,,,-2.96,21.485411140583555,,2024-12-31
1340,quarterly,2025-Q1,,,-0.27,59.09090909090909,,2025-03-31
1340,quarterly,2025-Q2,,,-0.42,45.45454545454546,,2025-06-30
1340,quarterly,2025-Q3,,,-0.26,70.78651685393258,,2025-09-30
1340,quarterly,2025-Q4,,,-1.66,43.91891891891892,,2025-12-31
1340,quarterly,2026-Q1,,,-0.3,-11.1111111111111,,2026-03-31
1341,quarterly,2021-Q2,,,1.72,,,2021-06-30
1341,quarterly,2021-Q3,,,0.59,,,2021-09-30
1341,quarterly,2021-Q4,,,1.5,,,2021-12-31
1341,quarterly,2022-Q1,,,1.49,,,2022-03-31
1341,quarterly,2022-Q2,,,1.65,-4.069767441860469,,2022-06-30
1341,quarterly,2022-Q3,,,1.4,137.28813559322032,,2022-09-30
1341,quarterly,2022-Q4,,,1.41,-6.000000000000005,,2022-12-31
1341,quarterly,2023-Q1,,,1.37,-8.053691275167777,,2023-03-31
1341,quarterly,2023-Q2,,,1.15,-30.303030303030305,,2023-06-30
1341,quarterly,2023-Q3,,,0.95,-32.14285714285714,,2023-09-30
1341,quarterly,2023-Q4,,,1.02,-27.6595744680851,,2023-12-31
1341,quarterly,2024-Q1,,,1.46,6.5693430656934195,,2024-03-31
1341,quarterly,2024-Q2,,,1.2,4.347826086956526,,2024-06-30
1341,quarterly,2024-Q3,,,1.04,9.473684210526324,,2024-09-30
1341,quarterly,2024-Q4,,,1.69,65.68627450980391,,2024-12-31
1341,quarterly,2025-Q1,,,1.25,-14.383561643835616,,2025-03-31
1341,quarterly,2025-Q2,,,0.28,-76.66666666666666,,2025-06-30
1341,quarterly,2025-Q3,,,0.79,-24.038461538461537,,2025-09-30
1341,quarterly,2025-Q4,,,1.39,-17.751479289940832,15.173237753882916,2025-12-31
1341,quarterly,2026-Q1,,,1.62,29.60000000000001,18.19397993311037,2026-03-31
1342,quarterly,2021-Q2,,,0.84,,,2021-06-30
1342,quarterly,2021-Q3,,,1.12,,,2021-09-30
1342,quarterly,2021-Q4,,,1.21,,,2021-12-31
1342,quarterly,2022-Q1,,,1.52,,,2022-03-31
1342,quarterly,2022-Q2,,,1.85,120.23809523809528,,2022-06-30
1342,quarterly,2022-Q3,,,1.91,70.53571428571426,,2022-09-30
1342,quarterly,2022-Q4,,,2.05,69.42148760330578,,2022-12-31
1342,quarterly,2023-Q1,,,1.49,-1.9736842105263175,,2023-03-31
1342,quarterly,2023-Q2,,,2.01,8.648648648648633,,2023-06-30
1342,quarterly,2023-Q3,,,2.19,14.659685863874348,,2023-09-30
1342,quarterly,2023-Q4,,,1.84,-10.243902439024378,,2023-12-31
1342,quarterly,2024-Q1,,,1.75,17.449664429530202,,2024-03-31
1342,quarterly,2024-Q2,,,1.77,-11.940298507462677,,2024-06-30
1342,quarterly,2024-Q3,,,1.46,-33.33333333333333,,2024-09-30
1342,quarterly,2024-Q4,,,1.45,-21.19565217391305,,2024-12-31
1342,quarterly,2025-Q1,,,1.79,2.285714285714288,,2025-03-31
1342,quarterly,2025-Q2,,,0.88,-50.282485875706215,,2025-06-30
1342,quarterly,2025-Q3,,,1.34,-8.219178082191773,,2025-09-30
1342,quarterly,2025-Q4,,,1.6,10.344827586206906,,2025-12-31
1342,quarterly,2026-Q1,,,2.08,16.201117318435756,22.215149586250796,2026-03-31
1402,quarterly,2021-Q2,,,0.71,,,2021-06-30
1402,quarterly,2021-Q3,,,0.45,,,2021-09-30
1402,quarterly,2021-Q4,,,0.24,,,2021-12-31
1402,quarterly,2022-Q1,,,0.55,,,2022-03-31
1402,quarterly,2022-Q2,,,0.62,-12.676056338028166,,2022-06-30
1402,quarterly,2022-Q3,,,0.46,2.222222222222224,,2022-09-30
1402,quarterly,2022-Q4,,,0.0,-100.0,,2022-12-31
1402,quarterly,2023-Q1,,,0.29,-47.27272727272728,,2023-03-31
1402,quarterly,2023-Q2,,,0.45,-27.419354838709676,,2023-06-30
1402,quarterly,2023-Q3,,,0.4,-13.043478260869565,,2023-09-30
1402,quarterly,2023-Q4,,,0.5,,,2023-12-31
1402,quarterly,2024-Q1,,,0.32,10.344827586206906,,2024-03-31
1402,quarterly,2024-Q2,,,0.69,53.33333333333332,,2024-06-30
1402,quarterly,2024-Q3,,,0.4,0.0,,2024-09-30
1402,quarterly,2024-Q4,,,0.6,19.999999999999996,,2024-12-31
1402,quarterly,2025-Q1,,,0.46,43.75000000000001,,2025-03-31
1402,quarterly,2025-Q2,,,0.19,-72.46376811594203,,2025-06-30
1402,quarterly,2025-Q3,,,0.42,4.99999999999999,,2025-09-30
1402,quarterly,2025-Q4,,,0.47,-21.666666666666668,3.3842794759825323,2025-12-31
1402,quarterly,2026-Q1,,,0.61,32.6086956521739,3.660049627791563,2026-03-31
1409,quarterly,2021-Q2,,,0.67,,,2021-06-30
1409,quarterly,2021-Q3,,,0.75,,,2021-09-30
1409,quarterly,2021-Q4,,,0.55,,,2021-12-31
1409,quarterly,2022-Q1,,,0.54,,,2022-03-31
1409,quarterly,2022-Q2,,,0.51,-23.880597014925375,,2022-06-30
1409,quarterly,2022-Q3,,,0.69,-8.000000000000007,,2022-09-30
1409,quarterly,2022-Q4,,,0.01,-98.18181818181819,,2022-12-31
1409,quarterly,2023-Q1,,,0.02,-96.29629629629629,,2023-03-31
1409,quarterly,2023-Q2,,,0.13,-74.50980392156863,,2023-06-30
1409,quarterly,2023-Q3,,,0.26,-62.31884057971014,,2023-09-30
1409,quarterly,2023-Q4,,,0.06,499.9999999999999,,2023-12-31
1409,quarterly,2024-Q1,,,0.22,1000.0,,2024-03-31
1409,quarterly,2024-Q2,,,0.27,107.69230769230771,,2024-06-30
1409,quarterly,2024-Q3,,,0.34,30.769230769230777,,2024-09-30
1409,quarterly,2024-Q4,,,0.23,283.33333333333337,,2024-12-31
1409,quarterly,2025-Q1,,,0.25,13.636363636363635,,2025-03-31
1409,quarterly,2025-Q2,,,-0.07,-125.92592592592592,,2025-06-30
1409,quarterly,2025-Q3,,,0.79,132.35294117647058,,2025-09-30
1409,quarterly,2025-Q4,,,0.22,-4.347826086956525,4.659248956884562,2025-12-31
1409,quarterly,2026-Q1,,,0.39,56.00000000000001,5.173807599029912,2026-03-31
1410,quarterly,2021-Q2,,,0.38,,,2021-06-30
1410,quarterly,2021-Q3,,,0.33,,,2021-09-30
1410,quarterly,2021-Q4,,,0.32,,,2021-12-31
1410,quarterly,2022-Q1,,,0.13,,,2022-03-31
1410,quarterly,2022-Q2,,,0.24,-36.8421052631579,,2022-06-30
1410,quarterly,2022-Q3,,,0.25,-24.242424242424246,,2022-09-30
1410,quarterly,2022-Q4,,,0.28,-12.499999999999993,,2022-12-31
1410,quarterly,2023-Q1,,,0.09,-30.769230769230777,,2023-03-31
1410,quarterly,2023-Q2,,,0.1,-58.33333333333333,,2023-06-30
1410,quarterly,2023-Q3,,,0.12,-52.0,,2023-09-30
1410,quarterly,2023-Q4,,,-0.08,-128.57142857142858,,2023-12-31
1410,quarterly,2024-Q1,,,0.22,144.44444444444446,,2024-03-31
1410,quarterly,2024-Q2,,,0.1,0.0,,2024-06-30
1410,quarterly,2024-Q3,,,0.1,-16.66666666666666,,2024-09-30
1410,quarterly,2024-Q4,,,0.15,287.49999999999994,,2024-12-31
1410,quarterly,2025-Q1,,,0.08,-63.63636363636365,,2025-03-31
1410,quarterly,2025-Q2,,,-0.09,-190.0,,2025-06-30
1410,quarterly,2025-Q3,,,0.43,329.99999999999994,,2025-09-30
1410,quarterly,2025-Q4,,,0.17,13.333333333333346,3.471764447374204,2025-12-31
1410,quarterly,2026-Q1,,,0.03,-62.5,3.19951090279193,2026-03-31
1413,quarterly,2021-Q2,,,0.19,,,2021-06-30
1413,quarterly,2021-Q3,,,0.23,,,2021-09-30
1413,quarterly,2021-Q4,,,0.34,,,2021-12-31
1413,quarterly,2022-Q1,,,0.34,,,2022-03-31
1413,quarterly,2022-Q2,,,0.5,163.1578947368421,,2022-06-30
1413,quarterly,2022-Q3,,,-0.05,-121.73913043478262,,2022-09-30
1413,quarterly,2022-Q4,,,-0.05,-114.70588235294117,,2022-12-31
1413,quarterly,2023-Q1,,,-0.26,-176.47058823529414,,2023-03-31
1413,quarterly,2023-Q2,,,-0.26,-152.0,,2023-06-30
1413,quarterly,2023-Q3,,,-0.3,-500.0,,2023-09-30
1413,quarterly,2023-Q4,,,-0.18,-260.0,,2023-12-31
1413,quarterly,2024-Q1,,,-0.11,57.6923076923077,,2024-03-31
1413,quarterly,2024-Q2,,,-0.11,57.6923076923077,,2024-06-30
1413,quarterly,2024-Q3,,,0.03,109.99999999999999,,2024-09-30
1413,quarterly,2024-Q4,,,0.02,111.11111111111111,,2024-12-31
1413,quarterly,2025-Q1,,,-0.1,9.090909090909086,,2025-03-31
1413,quarterly,2025-Q2,,,0.42,481.8181818181818,,2025-06-30
1413,quarterly,2025-Q3,,,0.11,266.6666666666667,,2025-09-30
1413,quarterly,2025-Q4,,,0.02,0.0,5.2705223880597,2025-12-31
1413,quarterly,2026-Q1,,,-0.13,-30.0,4.98456109395677,2026-03-31
1414,quarterly,2021-Q2,,,0.14,,,2021-06-30
1414,quarterly,2021-Q3,,,0.27,,,2021-09-30
1414,quarterly,2021-Q4,,,0.15,,,2021-12-31
1414,quarterly,2022-Q1,,,0.11,,,2022-03-31
1414,quarterly,2022-Q2,,,0.21,49.99999999999998,,2022-06-30
1414,quarterly,2022-Q3,,,0.19,-29.629629629629633,,2022-09-30
1414,quarterly,2022-Q4,,,-0.04,-126.66666666666669,,2022-12-31
1414,quarterly,2023-Q1,,,-0.04,-136.36363636363635,,2023-03-31
1414,quarterly,2023-Q2,,,0.08,-61.904761904761905,,2023-06-30
1414,quarterly,2023-Q3,,,0.07,-63.1578947368421,,2023-09-30
1414,quarterly,2023-Q4,,,0.05,225.0,,2023-12-31
1414,quarterly,2024-Q1,,,0.08,300.0,,2024-03-31
1414,quarterly,2024-Q2,,,0.08,0.0,,2024-06-30
1414,quarterly,2024-Q3,,,0.1,42.85714285714285,,2024-09-30
1414,quarterly,2024-Q4,,,0.0,-100.0,,2024-12-31
1414,quarterly,2025-Q1,,,-0.02,-125.0,,2025-03-31
1414,quarterly,2025-Q2,,,0.04,-50.0,,2025-06-30
1414,quarterly,2025-Q3,,,0.1,0.0,,2025-09-30
1414,quarterly,2025-Q4,,,0.07,,1.4264958393871354,2025-12-31
1414,quarterly,2026-Q1,,,0.06,400.0,2.001111728738188,2026-03-31
1416,quarterly,2021-Q2,,,0.64,,,2021-06-30
1416,quarterly,2021-Q3,,,0.06,,,2021-09-30
1416,quarterly,2021-Q4,,,-0.04,,,2021-12-31
1416,quarterly,2022-Q1,,,-0.19,,,2022-03-31
1416,quarterly,2022-Q2,,,0.36,-43.75000000000001,,2022-06-30
1416,quarterly,2022-Q3,,,0.38,533.3333333333334,,2022-09-30
1416,quarterly,2022-Q4,,,-0.04,0.0,,2022-12-31
1416,quarterly,2023-Q1,,,-0.01,94.73684210526315,,2023-03-31
1416,quarterly,2023-Q2,,,0.01,-97.22222222222221,,2023-06-30
1416,quarterly,2023-Q3,,,0.64,68.42105263157895,,2023-09-30
1416,quarterly,2023-Q4,,,-0.13,-225.0,,2023-12-31
1416,quarterly,2024-Q1,,,0.15,1600.0,,2024-03-31
1416,quarterly,2024-Q2,,,0.28,2700.0,,2024-06-30
1416,quarterly,2024-Q3,,,0.23,-64.0625,,2024-09-30
1416,quarterly,2024-Q4,,,0.13,200.0,,2024-12-31
1416,quarterly,2025-Q1,,,0.12,-20.0,,2025-03-31
1416,quarterly,2025-Q2,,,0.13,-53.57142857142857,,2025-06-30
1416,quarterly,2025-Q3,,,0.39,69.56521739130434,,2025-09-30
1416,quarterly,2025-Q4,,,0.16,23.076923076923077,3.398409255242227,2025-12-31
1416,quarterly,2026-Q1,,,0.18,50.0,3.579766536964981,2026-03-31
1417,quarterly,2021-Q2,,,0.19,,,2021-06-30
1417,quarterly,2021-Q3,,,0.13,,,2021-09-30
1417,quarterly,2021-Q4,,,-0.32,,,2021-12-31
1417,quarterly,2022-Q1,,,0.04,,,2022-03-31
1417,quarterly,2022-Q2,,,0.01,-94.73684210526315,,2022-06-30
1417,quarterly,2022-Q3,,,0.26,100.0,,2022-09-30
1417,quarterly,2022-Q4,,,0.24,175.00000000000003,,2022-12-31
1417,quarterly,2023-Q1,,,0.07,75.00000000000001,,2023-03-31
1417,quarterly,2023-Q2,,,0.03,199.99999999999994,,2023-06-30
1417,quarterly,2023-Q3,,,-0.02,-107.69230769230771,,2023-09-30
1417,quarterly,2023-Q4,,,-0.45,-287.5,,2023-12-31
1417,quarterly,2024-Q1,,,-0.02,-128.57142857142858,,2024-03-31
1417,quarterly,2024-Q2,,,-0.16,-633.3333333333334,,2024-06-30
1417,quarterly,2024-Q3,,,-0.16,-700.0000000000001,,2024-09-30
1417,quarterly,2024-Q4,,,-0.47,-4.444444444444437,,2024-12-31
1417,quarterly,2025-Q1,,,-0.06,-199.99999999999994,,2025-03-31
1417,quarterly,2025-Q2,,,0.07,143.75,,2025-06-30
1417,quarterly,2025-Q3,,,0.17,206.25,,2025-09-30
1417,quarterly,2025-Q4,,,0.44,193.61702127659575,5.017667844522968,2025-12-31
1417,quarterly,2026-Q1,,,-0.22,-266.6666666666667,3.6452665941240485,2026-03-31
1418,quarterly,2021-Q2,,,-0.93,,,2021-06-30
1418,quarterly,2021-Q3,,,-0.6,,,2021-09-30
1418,quarterly,2021-Q4,,,1.08,,,2021-12-31
1418,quarterly,2022-Q1,,,-0.5,,,2022-03-31
1418,quarterly,2022-Q2,,,-0.51,45.16129032258065,,2022-06-30
1418,quarterly,2022-Q3,,,-0.48,20.0,,2022-09-30
1418,quarterly,2022-Q4,,,1.9,75.92592592592591,,2022-12-31
1418,quarterly,2023-Q1,,,-0.42,16.000000000000004,,2023-03-31
1418,quarterly,2023-Q2,,,-0.55,-7.843137254901968,,2023-06-30
1418,quarterly,2023-Q3,,,-0.4,16.66666666666666,,2023-09-30
1418,quarterly,2023-Q4,,,2.11,11.052631578947366,,2023-12-31
1418,quarterly,2024-Q1,,,-0.65,-54.76190476190478,,2024-03-31
1418,quarterly,2024-Q2,,,-0.45,18.181818181818183,,2024-06-30
1418,quarterly,2024-Q3,,,-0.47,-17.49999999999999,,2024-09-30
1418,quarterly,2024-Q4,,,2.04,-3.317535545023689,,2024-12-31
1418,quarterly,2025-Q1,,,-0.69,-6.153846153846142,,2025-03-31
1418,quarterly,2025-Q2,,,-0.83,-84.44444444444443,,2025-06-30
1418,quarterly,2025-Q3,,,-0.71,-51.06382978723404,,2025-09-30
1418,quarterly,2025-Q4,,,0.95,-53.431372549019606,,2025-12-31
1418,quarterly,2026-Q1,,,-0.75,-8.695652173913052,,2026-03-31
1419,quarterly,2021-Q2,,,0.1,,,2021-06-30
1419,quarterly,2021-Q3,,,1.02,,,2021-09-30
1419,quarterly,2021-Q4,,,0.17,,,2021-12-31
1419,quarterly,2022-Q1,,,4.77,,,2022-03-31
1419,quarterly,2022-Q2,,,0.94,839.9999999999999,,2022-06-30
1419,quarterly,2022-Q3,,,0.88,-13.725490196078432,,2022-09-30
1419,quarterly,2022-Q4,,,0.33,94.11764705882352,,2022-12-31
1419,quarterly,2023-Q1,,,0.3,-93.71069182389937,,2023-03-31
1419,quarterly,2023-Q2,,,0.56,-40.42553191489361,,2023-06-30
1419,quarterly,2023-Q3,,,0.97,10.227272727272723,,2023-09-30
1419,quarterly,2023-Q4,,,0.34,3.030303030303033,,2023-12-31
1419,quarterly,2024-Q1,,,0.3,0.0,,2024-03-31
1419,quarterly,2024-Q2,,,0.71,26.785714285714267,,2024-06-30
1419,quarterly,2024-Q3,,,0.8,-17.525773195876283,,2024-09-30
1419,quarterly,2024-Q4,,,1.09,220.58823529411762,,2024-12-31
1419,quarterly,2025-Q1,,,0.33,10.000000000000009,,2025-03-31
1419,quarterly,2025-Q2,,,1.09,53.5211267605634,,2025-06-30
1419,quarterly,2025-Q3,,,1.96,144.99999999999997,,2025-09-30
1419,quarterly,2025-Q4,,,0.74,-32.11009174311927,7.011795543905637,2025-12-31
1419,quarterly,2026-Q1,,,9.37,2739.393939393939,19.29460580912863,2026-03-31
1423,quarterly,2021-Q2,,,1.11,,,2021-06-30
1423,quarterly,2021-Q3,,,-0.26,,,2021-09-30
1423,quarterly,2021-Q4,,,0.12,,,2021-12-31
1423,quarterly,2022-Q1,,,0.19,,,2022-03-31
1423,quarterly,2022-Q2,,,0.11,-90.09009009009009,,2022-06-30
1423,quarterly,2022-Q3,,,0.14,153.84615384615387,,2022-09-30
1423,quarterly,2022-Q4,,,0.1,-16.66666666666666,,2022-12-31
1423,quarterly,2023-Q1,,,0.21,10.52631578947368,,2023-03-31
1423,quarterly,2023-Q2,,,-0.01,-109.09090909090908,,2023-06-30
1423,quarterly,2023-Q3,,,0.45,221.4285714285714,,2023-09-30
1423,quarterly,2023-Q4,,,-0.05,-150.00000000000003,,2023-12-31
1423,quarterly,2024-Q1,,,0.02,-90.47619047619048,,2024-03-31
1423,quarterly,2024-Q2,,,0.26,2700.0,,2024-06-30
1423,quarterly,2024-Q3,,,0.32,-28.888888888888893,,2024-09-30
1423,quarterly,2024-Q4,,,0.21,520.0,,2024-12-31
1423,quarterly,2025-Q1,,,0.74,3600.0,,2025-03-31
1423,quarterly,2025-Q2,,,0.62,138.46153846153845,,2025-06-30
1423,quarterly,2025-Q3,,,2.7,743.7500000000001,,2025-09-30
1423,quarterly,2025-Q4,,,0.3,42.857142857142854,11.78343949044586,2025-12-31
1423,quarterly,2026-Q1,,,0.15,-79.72972972972973,10.166358595194087,2026-03-31
1432,quarterly,2021-Q2,,,-1.07,,,2021-06-30
1432,quarterly,2021-Q3,,,-0.64,,,2021-09-30
1432,quarterly,2021-Q4,,,-0.26,,,2021-12-31
1432,quarterly,2022-Q1,,,0.01,,,2022-03-31
1432,quarterly,2022-Q2,,,-0.77,28.037383177570096,,2022-06-30
1432,quarterly,2022-Q3,,,0.45,170.3125,,2022-09-30
1432,quarterly,2022-Q4,,,-0.04,84.61538461538461,,2022-12-31
1432,quarterly,2023-Q1,,,0.17,1600.0,,2023-03-31
1432,quarterly,2023-Q2,,,0.11,114.28571428571428,,2023-06-30
1432,quarterly,2023-Q3,,,0.48,6.66666666666666,,2023-09-30
1432,quarterly,2023-Q4,,,-0.09,-124.99999999999997,,2023-12-31
1432,quarterly,2024-Q1,,,0.0,-100.0,,2024-03-31
1432,quarterly,2024-Q2,,,-0.11,-200.0,,2024-06-30
1432,quarterly,2024-Q3,,,-0.07,-114.58333333333334,,2024-09-30
1432,quarterly,2024-Q4,,,-0.28,-211.11111111111117,,2024-12-31
1432,quarterly,2025-Q1,,,0.05,,,2025-03-31
1432,quarterly,2025-Q2,,,-0.23,-109.09090909090911,,2025-06-30
1432,quarterly,2025-Q3,,,-0.18,-157.1428571428571,,2025-09-30
