pick_date,sid,strategy,entry_close,return_d1,return_d3,return_d5,return_d10,hit_target,stopped_out,evaluated_at
2026-05-14,00625K,gap_up,,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00625K,volume_breakout,,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00634R,bb_lower_rebound,3.02,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00643K,gap_up,,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00643K,volume_breakout,,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00648R,bias_convergence,4.02,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00651R,bias_convergence,5.08,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00666R,bias_convergence,8.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00686R,macd_golden,1.12,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00694B,bias_convergence,41.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00694B,macd_golden,41.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00695B,bias_convergence,35.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00696B,bias_convergence,28.66,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00697B,bias_convergence,35.52,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00706L,bias_convergence,19.58,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00712,bias_convergence,8.89,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00714,bias_convergence,21.43,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00722B,bias_convergence,35.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00723B,bias_convergence,30.59,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00724B,bias_convergence,33.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00724B,macd_golden,33.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00756B,bias_convergence,31.53,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00764B,bias_convergence,27.61,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00768B,bias_convergence,50.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00772B,bias_convergence,33.59,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00777B,bias_convergence,32.51,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00780B,bias_convergence,37.48,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00786B,bias_convergence,32.81,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00786B,macd_golden,32.81,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00793B,bias_convergence,30.61,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00795B,bias_convergence,26.83,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00841B,bb_lower_rebound,28.96,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00857B,bias_convergence,22.99,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00862B,bias_convergence,31.69,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00862B,macd_golden,31.69,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00903,volume_breakout,21.73,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00931B,bias_convergence,13.31,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00942B,bias_convergence,14.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00950B,bb_lower_rebound,14.01,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00950B,bias_convergence,14.01,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00967B,bias_convergence,9.04,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00970B,bias_convergence,9.36,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,009807,volume_breakout,15.89,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,009817,bias_convergence,9.05,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00981D,macd_golden,10.36,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00982B,bias_convergence,9.81,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00982D,bias_convergence,9.96,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00982D,macd_golden,9.96,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00984B,bias_convergence,16.27,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00984D,bias_convergence,10.05,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,00987B,bias_convergence,16.02,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,01002T,bias_convergence,14.12,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,01004T,bias_convergence,10.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,02001L,ma_alignment,125.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,020027,gap_up,11.46,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,020027,volume_breakout,11.46,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,020035,volume_breakout,14.64,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1101B,bias_convergence,45.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1102,bias_convergence,35.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1103,bias_convergence,13.05,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1109,bias_convergence,15.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1220,bias_convergence,12.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1225,bb_lower_rebound,30.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1227,bias_convergence,28.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1234,bias_convergence,34.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1324,bias_convergence,10.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1414,bias_convergence,15.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1416,bias_convergence,11.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1418,bias_convergence,18.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1419,bias_convergence,62.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1423,bias_convergence,40.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1434,bias_convergence,15.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1437,bias_convergence,28.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1442,bias_convergence,26.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1444,bias_convergence,5.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1447,macd_golden,5.22,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1454,bias_convergence,12.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1455,bias_convergence,8.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1463,bias_convergence,18.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1464,bias_convergence,10.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1467,bias_convergence,7.11,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1475,bias_convergence,26.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1504,big_holder_inflow,72.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1512,bias_convergence,6.96,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1519,bias_convergence,870.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1532,bias_convergence,20.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1539,bias_convergence,15.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1582,gap_up,97.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1597,big_holder_inflow,180.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1599,bias_convergence,23.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1605,big_holder_inflow,35.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1609,inst_oversold_reversal,34.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1616,bias_convergence,21.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1711,inst_oversold_reversal,50.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1720,bias_convergence,61.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1726,volume_breakout,77.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1731,bias_convergence,21.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1733,bias_convergence,28.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1733,macd_golden,28.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1737,bias_convergence,31.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1742,bias_convergence,15.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1752,bias_convergence,33.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1776,gap_up,18.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1776,volume_breakout,18.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1777,bias_convergence,70.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1784,gap_up,77.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1784,macd_golden,77.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1785,big_holder_inflow,149.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1806,bias_convergence,8.09,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1808,bias_convergence,29.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1808,macd_golden,29.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1903,bias_convergence,47.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1904,volume_breakout,19.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,1909,bias_convergence,8.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2002A,bias_convergence,38.65,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2008,bias_convergence,27.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2012,bias_convergence,14.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2017,bias_convergence,8.72,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2022,bias_convergence,7.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2072,bias_convergence,171.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2102,bias_convergence,18.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2106,bias_convergence,16.85,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2115,bias_convergence,20.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2204,bias_convergence,52.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2221,volume_breakout,45.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2239,bias_convergence,21.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2301,big_holder_inflow,207.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2303,big_holder_inflow,108.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2317,big_holder_inflow,244.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2323,bias_convergence,10.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2330,big_holder_inflow,2270.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2337,big_holder_inflow,169.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2344,big_holder_inflow,134.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2344,gap_up,134.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2356,big_holder_inflow,53.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2373,bias_convergence,55.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2390,bb_lower_rebound,10.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2390,gap_up,10.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2397,volume_breakout,61.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2408,big_holder_inflow,341.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2412,bias_convergence,137.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2423,gap_up,73.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2440,bias_convergence,16.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2449,big_holder_inflow,296.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2455,big_holder_inflow,358.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2471,bias_convergence,50.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2482,bias_convergence,16.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2485,macd_golden,70.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2493,gap_up,140.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2496,bias_convergence,64.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2505,bias_convergence,17.65,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2515,bias_convergence,12.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2540,bias_convergence,54.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2547,bias_convergence,10.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2607,bias_convergence,47.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2609,bias_convergence,48.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2613,bias_convergence,21.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2618,inst_oversold_reversal,35.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2633,bias_convergence,25.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2706,bias_convergence,12.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2718,macd_golden,46.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2718,rsi_recovery,46.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2722,bias_convergence,23.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2729,bias_convergence,164.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2739,bias_convergence,34.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2743,bias_convergence,68.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2754,bias_convergence,69.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2762,gap_up,83.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2762,volume_breakout,83.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2812,bias_convergence,19.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2838,bias_convergence,20.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2838A,bias_convergence,55.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2838A,volume_breakout,55.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2845,bias_convergence,12.05,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2849,bias_convergence,13.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2852,volume_breakout,26.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2882A,bb_lower_rebound,62.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2882A,bias_convergence,62.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2886,inst_silent_accum,39.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2887F,bias_convergence,47.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2890,inst_silent_accum,30.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2891B,bias_convergence,64.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2901,bias_convergence,22.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2903,macd_golden,22.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2908,bias_convergence,20.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2910,bias_convergence,21.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2911,bias_convergence,5.03,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,2945,bias_convergence,40.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3005,volume_breakout,103.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3008,gap_up,3135.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3024,gap_up,16.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3043,bias_convergence,19.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3048,gap_up,51.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3052,bias_convergence,10.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3083,bias_convergence,26.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3114,gap_up,27.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3147,bias_convergence,172.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3152,gap_up,173.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3164,bias_convergence,17.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3189,gap_up,522.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3191,bias_convergence,13.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3236,volume_breakout,40.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3288,bias_convergence,14.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3290,bias_convergence,48.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3310,bias_convergence,70.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3312,gap_up,48.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3322,bias_convergence,13.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3362,gap_up,111.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3406,gap_up,560.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3406,volume_breakout,560.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3479,gap_up,104.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3479,volume_breakout,104.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3481,big_holder_inflow,35.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3511,bias_convergence,20.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3516,volume_breakout,25.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3523,bias_convergence,11.65,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3537,gap_up,51.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3537,volume_breakout,51.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3546,bb_lower_rebound,71.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3577,volume_breakout,109.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3607,bias_convergence,14.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3609,rsi_recovery,27.85,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3615,volume_breakout,36.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3646,gap_up,24.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3646,volume_breakout,24.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3705,bias_convergence,55.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3715,bias_convergence,181.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,3715,inst_oversold_reversal,181.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4108,bias_convergence,11.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4109,bias_convergence,11.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4123,bias_convergence,39.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4123,gap_up,39.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4123,macd_golden,39.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4131,bias_convergence,35.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4133,bias_convergence,21.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4139,bias_convergence,23.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4148,bias_convergence,35.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4162,bias_convergence,55.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4163,gap_up,107.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4163,macd_golden,107.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4175,bias_convergence,53.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4303,bias_convergence,48.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4304,bias_convergence,29.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4414,bias_convergence,10.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4414,macd_golden,10.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4420,bias_convergence,40.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4432,rsi_recovery,17.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4432,volume_breakout,17.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4442,bias_convergence,51.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4526,inst_oversold_reversal,35.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4536,bias_convergence,151.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4538,bias_convergence,18.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4550,bias_convergence,24.35,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4555,bias_convergence,40.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4557,bias_convergence,49.85,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4571,gap_up,204.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4721,inst_oversold_reversal,92.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4767,bias_convergence,26.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4903,gap_up,49.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4906,inst_oversold_reversal,39.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4942,bias_convergence,37.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4956,inst_oversold_reversal,42.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,4989,inst_oversold_reversal,90.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5007,bias_convergence,57.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5203,bias_convergence,63.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5220,volume_breakout,22.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5312,bias_convergence,94.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5324,macd_golden,11.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5324,rsi_recovery,11.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5345,bias_convergence,21.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5347,big_holder_inflow,175.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5351,gap_up,91.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5353,bias_convergence,26.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5439,gap_up,411.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5460,bias_convergence,15.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5493,gap_up,95.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5493,volume_breakout,95.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5515,gap_up,40.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5525,bias_convergence,23.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5534,bias_convergence,76.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5536,gap_up,1010.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5538,gap_up,33.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5538,volume_breakout,33.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5546,bb_lower_rebound,15.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5546,bias_convergence,15.95,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5603,bias_convergence,15.8,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5871A,bias_convergence,102.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,5903,bias_convergence,189.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6024,bias_convergence,56.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6115,bias_convergence,47.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6118,macd_golden,18.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6126,bias_convergence,32.55,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6127,bias_convergence,47.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6128,bias_convergence,19.6,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6161,volume_breakout,45.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6168,bias_convergence,26.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6168,gap_up,26.9,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6177,bias_convergence,45.7,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6183,bias_convergence,92.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6184,bias_convergence,46.15,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6194,bias_convergence,32.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6208,volume_breakout,104.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6209,inst_oversold_reversal,68.3,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6227,gap_up,113.5,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6237,gap_up,47.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6237,volume_breakout,47.75,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6241,rsi_recovery,10.45,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6244,inst_oversold_reversal,28.25,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6265,gap_up,46.2,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6269,inst_oversold_reversal,59.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6277,bias_convergence,71.4,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6278,inst_oversold_reversal,226.0,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6411,gap_up,85.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6411,volume_breakout,85.1,,,,,,,2026-05-14T23:51:31+00:00
2026-05-14,6416,gap_up,89.5,,,,,,,2026-05-14T23:51:31+00:00
