stock_id,date,open,high,low,close,volume,trading_money,trading_turnover,spread
02001L,2026-03-12,67.0,67.0,63.15,63.8,66000,4267850.0,34,-2.25
02001L,2026-03-13,59.0,64.75,59.0,64.7,26000,1646100.0,18,0.9
02001L,2026-03-16,65.4,65.85,63.85,63.9,28000,1807300.0,22,-0.8
02001L,2026-03-17,65.4,67.65,65.4,67.45,78000,5224350.0,26,3.55
02001L,2026-03-18,69.7,69.75,68.55,68.75,55000,3796400.0,28,1.3
02001L,2026-03-19,66.95,67.5,66.2,66.2,35000,2339800.0,22,-2.55
02001L,2026-03-20,65.6,66.0,65.5,65.5,7000,459900.0,4,-0.7
02001L,2026-03-23,61.15,61.65,60.3,61.45,32000,1953900.0,30,-4.05
02001L,2026-03-24,63.6,63.65,61.0,61.95,34000,2121850.0,19,0.5
02001L,2026-03-25,66.9,67.75,66.5,66.6,43000,2883300.0,18,4.65
02001L,2026-03-26,68.6,68.65,66.95,66.95,22000,1486250.0,19,0.35
02001L,2026-03-27,65.5,65.9,63.25,65.9,15000,969350.0,13,-1.05
02001L,2026-03-30,62.6,63.6,62.0,63.6,17000,1064250.0,12,-2.3
02001L,2026-03-31,62.15,62.3,57.95,57.95,67000,4018850.0,52,-5.65
02001L,2026-04-01,63.0,64.5,62.5,64.15,56000,3557800.0,32,6.2
02001L,2026-04-02,65.8,65.8,61.75,62.3,75000,4677750.0,27,-1.85
02001L,2026-04-07,64.35,64.35,63.45,63.65,8000,510600.0,6,1.35
02001L,2026-04-08,70.55,73.2,70.55,73.2,49000,3540200.0,32,9.55
02001L,2026-04-09,73.9,74.4,73.25,73.6,30000,2206100.0,10,0.4
02001L,2026-04-10,76.5,78.5,76.45,78.15,13000,1003750.0,10,4.55
02001L,2026-04-13,78.4,80.8,78.4,80.25,30000,2406500.0,19,2.1
02001L,2026-04-14,89.0,89.0,82.8,83.85,178000,14893300.0,34,3.6
02001L,2026-04-15,86.8,88.65,85.0,86.95,46000,4029650.0,27,3.1
02001L,2026-04-16,87.3,89.2,86.7,89.2,23000,2030600.0,11,2.25
02001L,2026-04-17,88.4,90.0,87.35,87.35,50000,4461400.0,14,-1.85
02001L,2026-04-20,91.5,93.2,91.5,92.25,42000,3898600.0,19,4.9
02001L,2026-04-21,95.25,97.4,94.45,97.4,39000,3745250.0,17,5.15
02001L,2026-04-22,97.65,98.6,97.35,97.4,52000,5089600.0,9,0.0
02001L,2026-04-23,100.35,101.3,88.8,91.9,139000,12591100.0,30,-5.5
02001L,2026-04-24,98.25,99.25,94.8,99.25,49000,4772050.0,30,7.35
02001L,2026-04-27,104.0,104.9,101.3,104.25,78000,8073700.0,26,5.0
02001L,2026-04-28,103.5,108.15,103.5,105.0,54000,5711700.0,20,0.75
02001L,2026-04-29,102.95,103.15,100.2,103.15,19000,1940600.0,16,-1.85
02001L,2026-04-30,106.1,108.8,104.9,105.35,97000,10351150.0,22,2.2
