stock_id,date,foreign_buy_sell,trust_buy_sell,dealer_buy_sell,total_buy_sell
2882,2026-02-23,6965474,-6838778,-213661,-86965
2882,2026-02-24,-3257898,-3402062,534623,-6125337
2882,2026-02-25,-4011422,-6304443,1507743,-8808122
2882,2026-02-26,9422914,2149577,119234,11691725
2882,2026-03-02,-5604656,1665711,65605,-3873340
2882,2026-03-03,2907312,447834,1305306,4660452
2882,2026-03-04,-13030332,4307537,1170988,-7551807
2882,2026-03-05,-7958736,7393822,-584771,-1149685
2882,2026-03-06,-2679756,2770815,124347,215406
2882,2026-03-09,-5098647,5791966,382969,1076288
2882,2026-03-10,-3486144,650077,120085,-2715982
2882,2026-03-11,-989284,396854,-60050,-652480
2882,2026-03-12,-4082865,283604,-229989,-4029250
2882,2026-03-13,-9479471,6584816,-115057,-3009712
2882,2026-03-16,-2312219,6468906,-182983,3973704
2882,2026-03-17,-45878,3134600,564962,3653684
2882,2026-03-18,3614312,-903248,434415,3145479
2882,2026-03-19,-12705053,5175783,291387,-7237883
2882,2026-03-20,-105300,5824737,-240165,5479272
2882,2026-03-23,-6985849,9964633,100906,3079690
2882,2026-03-24,-7125525,4522000,135690,-2467835
2882,2026-03-25,1087798,739000,392780,2219578
2882,2026-03-26,-5129178,1823923,88683,-3216572
2882,2026-03-27,-11746684,2613000,104207,-9029477
2882,2026-03-30,1087566,2675106,-94073,3668599
2882,2026-03-31,-2188825,1911000,2049901,1772076
2882,2026-04-01,-864958,3977106,661280,3773428
2882,2026-04-02,-1193596,1643586,-566949,-116959
2882,2026-04-07,-4385765,4778943,-280183,112995
2882,2026-04-08,4848078,2575595,757923,8181596
2882,2026-04-09,-1652310,2320399,61871,729960
2882,2026-04-10,-6756557,1214691,126627,-5415239
2882,2026-04-13,-2623828,-3874715,-11051,-6509594
2882,2026-04-14,1628611,-2789752,431265,-729876
2882,2026-04-15,-6428366,-2746214,-386567,-9561147
2882,2026-04-16,6411508,-2383635,551979,4579852
2882,2026-04-17,-2361448,-4589782,69500,-6881730
2882,2026-04-20,-5315169,-3414616,383847,-8345938
2882,2026-04-21,2074810,-487697,448044,2035157
2882,2026-04-22,-4023904,-1281281,-188029,-5493214
2882,2026-04-23,-8154048,-827005,-145738,-9126791
2882,2026-04-24,-14645532,1440470,-24077,-13229139
2882,2026-04-27,-5716371,-4255062,-69686,-10041119
2882,2026-04-28,2614021,-5168719,408159,-2146539
2882,2026-04-29,42577179,-11917000,392729,31052908
2882,2026-04-30,5844363,-6703226,360360,-498503
2886,2026-02-02,-2107230,1151332,-250285,-1206183
2886,2026-02-03,-521877,458267,161762,98152
2886,2026-02-04,2125769,196000,259475,2581244
2886,2026-02-05,6415146,325968,-82089,6659025
2886,2026-02-06,2325793,463000,-81764,2707029
2886,2026-02-09,4448735,4000,-646000,3806735
2886,2026-02-10,2552618,830968,-1011999,2371587
2886,2026-02-11,12662066,-298000,-1414077,10949989
2886,2026-02-23,20061626,-259065,-1341646,18460915
2886,2026-02-24,2806633,116400,-545323,2377710
2886,2026-02-25,4751808,-1227065,-691321,2833422
2886,2026-02-26,1229163,198549,-76358,1351354
2886,2026-03-02,4369027,1091650,296960,5757637
2886,2026-03-03,8880853,-964748,282254,8198359
2886,2026-03-04,-8343329,308000,569394,-7465935
2886,2026-03-05,-1407955,596000,73449,-738506
2886,2026-03-06,4027097,105000,621590,4753687
2886,2026-03-09,-9676243,813619,2110835,-6751789
2886,2026-03-10,-1684985,266620,346806,-1071559
2886,2026-03-11,-1043254,-162970,-189458,-1395682
2886,2026-03-12,-7858891,96030,-349298,-8112159
2886,2026-03-13,-665664,16000,-555017,-1204681
2886,2026-03-16,-32261,-1103918,6212,-1129967
2886,2026-03-17,3046073,-798000,520000,2768073
2886,2026-03-18,742907,-62348,143187,823746
2886,2026-03-19,-7749635,-96000,319518,-7526117
2886,2026-03-20,-4998311,-2069202,129044,-6938469
2886,2026-03-23,-744644,218514,1548768,1022638
2886,2026-03-24,9395541,94000,731478,10221019
2886,2026-03-25,6899131,379000,679851,7957982
2886,2026-03-26,8973626,-81000,345269,9237895
2886,2026-03-27,3582449,-1000,1053748,4635197
2886,2026-03-30,5809999,281657,1804223,7895879
2886,2026-03-31,11762634,154000,4738848,16655482
2886,2026-04-01,7451807,771657,923923,9147387
2886,2026-04-02,7200918,798142,2513865,10512925
2886,2026-04-07,8230720,2321304,1201428,11753452
2886,2026-04-08,1725700,2360411,426339,4512450
2886,2026-04-09,18563917,2866462,-331000,21099379
2886,2026-04-10,-914972,-138647,-57000,-1110619
2886,2026-04-13,-5850720,-3229830,-230612,-9311162
2886,2026-04-14,1120544,-1606505,-319785,-805746
2886,2026-04-15,4595760,-1415445,-827000,2353315
2886,2026-04-16,4289922,-1719383,-46000,2524539
2886,2026-04-17,-426000,-1987492,-298570,-2712062
2886,2026-04-20,6863038,-7799023,48941,-887044
2886,2026-04-21,4999454,-7792911,114048,-2679409
2886,2026-04-22,3625626,-8019576,138460,-4255490
2886,2026-04-23,9155707,-7916385,249476,1488798
2886,2026-04-24,-1230769,-7511703,-243000,-8985472
2886,2026-04-27,7188941,-844360,-1902947,4441634
2886,2026-04-28,12136000,-510683,-1359495,10265822
2886,2026-04-29,671349,-1310000,32430,-606221
2886,2026-04-30,-9130303,-457890,25573,-9562620
