pick_date,sid,strategy,top_features,generated_at
2026-05-11,6506,general,"[{""feature"": ""vol_ratio"", ""value"": 2.40625, ""contribution"": 0.07802916074166147, ""contribution_pct"": 43.6, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 0.29888930215567555, ""contribution"": -0.03217101756388011, ""contribution_pct"": 18.0, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.7094893039705843, ""contribution"": -0.01603632146070954, ""contribution_pct"": 9.0, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6509,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 4.2629286559607795, ""contribution"": 0.04790678708278132, ""contribution_pct"": 27.5, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.5348761301274257, ""contribution"": 0.046685035555783044, ""contribution_pct"": 26.8, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 50.98382917412034, ""contribution"": -0.022728708380866897, ""contribution_pct"": 13.0, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6512,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -0.022594147111615115, ""contribution"": -0.030245879102419142, ""contribution_pct"": 24.7, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.023890777137590184, ""contribution"": -0.029503771764952558, ""contribution_pct"": 24.1, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.3141094717154393, ""contribution"": 0.025635760049464464, ""contribution_pct"": 20.9, ""direction"": ""+""}]",2026-05-16T22:47:55+00:00
2026-05-11,6517,bias_convergence,"[{""feature"": ""bias_pct"", ""value"": -2.879536547963874, ""contribution"": -0.02063286902347557, ""contribution_pct"": 22.1, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.23442131830191926, ""contribution"": -0.01884787663334662, ""contribution_pct"": 20.2, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.265254185842348, ""contribution"": 0.01754289182826007, ""contribution_pct"": 18.8, ""direction"": ""+""}]",2026-05-16T22:47:55+00:00
2026-05-11,6527,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 2.0857940703020192, ""contribution"": -0.04696283146495063, ""contribution_pct"": 20.9, ""direction"": ""-""}, {""feature"": ""kd_k"", ""value"": 57.7214869137718, ""contribution"": -0.03975700188406799, ""contribution_pct"": 17.7, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.4477165853315741, ""contribution"": -0.032648390719623395, ""contribution_pct"": 14.6, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6570,volume_breakout,"[{""feature"": ""atr_normalized"", ""value"": 2.969141438949681, ""contribution"": -0.04162552250039985, ""contribution_pct"": 28.3, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 1.146797108064562, ""contribution"": 0.029245192484899166, ""contribution_pct"": 19.9, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 11.998004489897736, ""contribution"": 0.023448170098998546, ""contribution_pct"": 15.9, ""direction"": ""+""}]",2026-05-16T22:47:55+00:00
2026-05-11,6593,bias_convergence,"[{""feature"": ""bias_pct"", ""value"": -4.9421945777837895, ""contribution"": -0.04679456451454384, ""contribution_pct"": 27.5, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.4594131190710198, ""contribution"": 0.04399456680786635, ""contribution_pct"": 25.9, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -0.6495387872109717, ""contribution"": 0.03959867209681743, ""contribution_pct"": 23.3, ""direction"": ""+""}]",2026-05-16T22:47:55+00:00
2026-05-11,6596,general,"[{""feature"": ""macd_dif"", ""value"": -5.12814284749625, ""contribution"": -0.03228551142556856, ""contribution_pct"": 26.7, ""direction"": ""-""}, {""feature"": ""vol_ratio"", ""value"": 1.8621984885891067, ""contribution"": 0.019937916583197223, ""contribution_pct"": 16.5, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": 3.014212097972516, ""contribution"": -0.018056757981070343, ""contribution_pct"": 15.0, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6612,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -0.6108337005722859, ""contribution"": 0.0649152141275084, ""contribution_pct"": 30.4, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 1.6721976095487878, ""contribution"": -0.05660754966102825, ""contribution_pct"": 26.5, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.019249638359648102, ""contribution"": -0.022080038910401525, ""contribution_pct"": 10.4, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6615,bias_convergence,"[{""feature"": ""bias_pct"", ""value"": -3.0493743912489646, ""contribution"": -0.03425771242862254, ""contribution_pct"": 24.2, ""direction"": ""-""}, {""feature"": ""bb_position"", ""value"": 0.025438565206143644, ""contribution"": -0.02938615842779625, ""contribution_pct"": 20.7, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.37533715406968327, ""contribution"": -0.021629606832716957, ""contribution_pct"": 15.3, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6643,general,"[{""feature"": ""atr_normalized"", ""value"": 5.896476458027931, ""contribution"": 0.04758940488064318, ""contribution_pct"": 25.2, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 24.085933596766147, ""contribution"": 0.02310544803374098, ""contribution_pct"": 12.3, ""direction"": ""+""}, {""feature"": ""holders_pct_change_4w"", ""value"": 0.0, ""contribution"": -0.021471496286045794, ""contribution_pct"": 11.4, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6643,volume_breakout,"[{""feature"": ""atr_normalized"", ""value"": 5.896476458027931, ""contribution"": 0.040638129568918185, ""contribution_pct"": 33.2, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.920463126101183, ""contribution"": -0.03008335254233517, ""contribution_pct"": 24.6, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 24.085933596766147, ""contribution"": -0.020178231583435183, ""contribution_pct"": 16.5, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6651,volume_breakout,"[{""feature"": ""kd_d"", ""value"": 82.57393784971107, ""contribution"": -0.07727243610218952, ""contribution_pct"": 32.1, ""direction"": ""-""}, {""feature"": ""kd_k"", ""value"": 88.57151522267401, ""contribution"": -0.05300279075168677, ""contribution_pct"": 22.0, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 31.897446030726666, ""contribution"": -0.049887998235077655, ""contribution_pct"": 20.7, ""direction"": ""-""}]",2026-05-16T22:47:55+00:00
2026-05-11,6661,bb_lower_rebound,"[{""feature"": ""macd_dif"", ""value"": -0.11515345371068264, ""contribution"": -0.1015659289827784, ""contribution_pct"": 43.6, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.23850717192002266, ""contribution"": -0.031911396411769946, ""contribution_pct"": 13.7, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 4.260904373935028, ""contribution"": -0.031244302722836414, ""contribution_pct"": 13.4, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6661,bias_convergence,"[{""feature"": ""bb_position"", ""value"": 0.0, ""contribution"": -0.07297481064508914, ""contribution_pct"": 36.2, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -4.227664523190591, ""contribution"": -0.05757914366100103, ""contribution_pct"": 28.5, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.11515345371068264, ""contribution"": -0.031590555218264454, ""contribution_pct"": 15.7, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6690,bias_convergence,"[{""feature"": ""vol_ratio"", ""value"": 1.3239074550128536, ""contribution"": -0.018864822922881355, ""contribution_pct"": 18.3, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": 0.2965780889910832, ""contribution"": -0.017020062336393065, ""contribution_pct"": 16.5, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -0.4149377593360929, ""contribution"": 0.01674465069494881, ""contribution_pct"": 16.2, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,6693,general,"[{""feature"": ""macd_dif"", ""value"": 9.01633421538719, ""contribution"": 0.03433891883765695, ""contribution_pct"": 31.0, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 6.607411002694397, ""contribution"": 0.018729820346474885, ""contribution_pct"": 16.9, ""direction"": ""+""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.014432826419785444, ""contribution_pct"": 13.0, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6712,general,"[{""feature"": ""macd_dif"", ""value"": -1.715386264973148, ""contribution"": -0.028767455975630213, ""contribution_pct"": 24.1, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.527057107986354, ""contribution"": -0.018372223526616507, ""contribution_pct"": 15.4, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.01430653148441576, ""contribution_pct"": 12.0, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6728,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": 0.0018085400506873128, ""contribution"": -0.037411787123915664, ""contribution_pct"": 27.1, ""direction"": ""-""}, {""feature"": ""kd_k"", ""value"": 16.869693296247753, ""contribution"": 0.027454682597403586, ""contribution_pct"": 19.9, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 2.3201978881199548, ""contribution"": -0.021195083527464305, ""contribution_pct"": 15.4, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6751,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -0.5897827026229123, ""contribution"": 0.03143479843788817, ""contribution_pct"": 19.9, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.0, ""contribution"": -0.025884767319726172, ""contribution_pct"": 16.4, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.24879348682753, ""contribution"": -0.022452432164451322, ""contribution_pct"": 14.2, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6767,bias_convergence,"[{""feature"": ""bias_pct"", ""value"": -2.991107518189178, ""contribution"": -0.04879810647400939, ""contribution_pct"": 24.1, ""direction"": ""-""}, {""feature"": ""bb_position"", ""value"": 0.0, ""contribution"": -0.03863363745202012, ""contribution_pct"": 19.1, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 1.2827356495648474, ""contribution"": -0.037923492456421, ""contribution_pct"": 18.7, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6791,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -2.7997226446200507, ""contribution"": 0.07083801608426973, ""contribution_pct"": 30.0, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 5.331705834532067, ""contribution"": 0.047185505014528846, ""contribution_pct"": 20.0, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.5012899275942688, ""contribution"": 0.036797931871735926, ""contribution_pct"": 15.6, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,6803,bias_convergence,"[{""feature"": ""kd_k"", ""value"": 54.910312826398936, ""contribution"": -0.03854329631273365, ""contribution_pct"": 24.3, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.26089434399339684, ""contribution"": -0.025473706238577556, ""contribution_pct"": 16.0, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.8781134051126855, ""contribution"": 0.021970556870049906, ""contribution_pct"": 13.8, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,6859,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 5.468499219409806, ""contribution"": 0.04021052109381814, ""contribution_pct"": 29.5, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.0934579439252337, ""contribution"": -0.023140586974909037, ""contribution_pct"": 17.0, ""direction"": ""-""}, {""feature"": ""kd_d"", ""value"": 56.05803634957459, ""contribution"": -0.021067056766035864, ""contribution_pct"": 15.5, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6872,bias_convergence,"[{""feature"": ""kd_k"", ""value"": 11.323014213725173, ""contribution"": -0.04113582944508697, ""contribution_pct"": 34.5, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": 0.1332646238122308, ""contribution"": -0.035509924226300574, ""contribution_pct"": 29.7, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": -0.11294049504285653, ""contribution"": -0.01630536518795169, ""contribution_pct"": 13.7, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6874,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -1.0020227371183537, ""contribution"": 0.07141670427905726, ""contribution_pct"": 28.8, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.051677777056116606, ""contribution"": -0.05327016883636677, ""contribution_pct"": 21.5, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -4.300833145687917, ""contribution"": -0.03962151799961673, ""contribution_pct"": 16.0, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6884,bias_convergence,"[{""feature"": ""kd_k"", ""value"": 16.054944145098894, ""contribution"": 0.03695170217273359, ""contribution_pct"": 20.0, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -0.09591184306120226, ""contribution"": -0.02714825145053173, ""contribution_pct"": 14.7, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 2.1150178362126013, ""contribution"": -0.024153100524727553, ""contribution_pct"": 13.0, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6894,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -4.255166077039373, ""contribution"": 0.07585891909895741, ""contribution_pct"": 36.5, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 6.451367291467334, ""contribution"": 0.03775040092881086, ""contribution_pct"": 18.2, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": -3.5853745118920837, ""contribution"": -0.03593536848601029, ""contribution_pct"": 17.3, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6899,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 4.158890109225212, ""contribution"": 0.06446833712557569, ""contribution_pct"": 32.2, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": -0.5339464076511051, ""contribution"": 0.042816039463235436, ""contribution_pct"": 21.4, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.171875, ""contribution"": -0.04264683818607797, ""contribution_pct"": 21.3, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6968,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 2.2499898364212054, ""contribution"": -0.04771990572805857, ""contribution_pct"": 39.2, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.9319407575760437, ""contribution"": 0.024868288612051447, ""contribution_pct"": 20.4, ""direction"": ""+""}, {""feature"": ""kd_d"", ""value"": 23.04733124817148, ""contribution"": -0.011866496341917882, ""contribution_pct"": 9.8, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,6982,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -0.555422776758044, ""contribution"": 0.08106045283635392, ""contribution_pct"": 40.1, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": -3.7607612143180718, ""contribution"": -0.029036776673609245, ""contribution_pct"": 14.4, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.3348473457527463, ""contribution"": 0.028462815948643857, ""contribution_pct"": 14.1, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,7714,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 3.704823177461096, ""contribution"": 0.05622349746587603, ""contribution_pct"": 39.0, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -1.0747300869382457, ""contribution"": 0.022337098689559274, ""contribution_pct"": 15.5, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": -0.8422664624808532, ""contribution"": 0.02018588986875126, ""contribution_pct"": 14.0, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,7757,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 1.5278657729239717, ""contribution"": -0.06865060195986304, ""contribution_pct"": 34.8, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -2.9937340450220415, ""contribution"": -0.03474737749248482, ""contribution_pct"": 17.6, ""direction"": ""-""}, {""feature"": ""kd_d"", ""value"": 20.806802988353496, ""contribution"": -0.018046762216236335, ""contribution_pct"": 9.2, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,7767,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": 0.08483688137499712, ""contribution"": -0.02967619773613832, ""contribution_pct"": 26.4, ""direction"": ""-""}, {""feature"": ""kd_k"", ""value"": 15.678670562704443, ""contribution"": 0.021187668973710244, ""contribution_pct"": 18.8, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.28278688524581824, ""contribution"": -0.015298134116322299, ""contribution_pct"": 13.6, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,7770,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 3.4833919097559556, ""contribution"": 0.03227594656310748, ""contribution_pct"": 32.6, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -0.5219117387717418, ""contribution"": 0.017161296688099778, ""contribution_pct"": 17.3, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.578393546124167, ""contribution"": 0.015413407086817208, ""contribution_pct"": 15.6, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,7782,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -0.4694530909594059, ""contribution"": 0.05308716646703977, ""contribution_pct"": 28.0, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 3.5986180098365477, ""contribution"": 0.0389792322236475, ""contribution_pct"": 20.6, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": -4.568707002998759, ""contribution"": -0.036831547532911194, ""contribution_pct"": 19.4, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,7810,bias_convergence,"[{""feature"": ""macd_dif"", ""value"": -4.022090559707124, ""contribution"": 0.049076320409003414, ""contribution_pct"": 29.2, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": -3.919407836693746, ""contribution"": 0.03949895463125014, ""contribution_pct"": 23.5, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 5.884087678208642, ""contribution"": 0.03134498496479077, ""contribution_pct"": 18.7, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,7810,general,"[{""feature"": ""macd_dif"", ""value"": -4.022090559707124, ""contribution"": -0.0335875483078075, ""contribution_pct"": 24.2, ""direction"": ""-""}, {""feature"": ""vol_ratio"", ""value"": 1.8695045611890855, ""contribution"": 0.026364512806503548, ""contribution_pct"": 19.0, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 5.884087678208642, ""contribution"": 0.023161960868373757, ""contribution_pct"": 16.7, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8024,bias_convergence,"[{""feature"": ""bias_pct"", ""value"": -4.056162246489869, ""contribution"": -0.0419717146479516, ""contribution_pct"": 25.8, ""direction"": ""-""}, {""feature"": ""bb_position"", ""value"": 0.0632564585557874, ""contribution"": -0.04110738923259155, ""contribution_pct"": 25.2, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.670324734509795, ""contribution"": 0.028054643510000633, ""contribution_pct"": 17.2, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8034,macd_golden,"[{""feature"": ""atr_normalized"", ""value"": 3.838400935379274, ""contribution"": 0.05753810183473715, ""contribution_pct"": 25.1, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -0.06052831691894056, ""contribution"": -0.05704721559680721, ""contribution_pct"": 24.9, ""direction"": ""-""}, {""feature"": ""kd_k"", ""value"": 47.632921978844266, ""contribution"": 0.04992102129537893, ""contribution_pct"": 21.8, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8044,general,"[{""feature"": ""vol_ratio"", ""value"": 2.2744599745870393, ""contribution"": 0.07251442425733336, ""contribution_pct"": 42.3, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -0.19064573480929425, ""contribution"": -0.028220157213234454, ""contribution_pct"": 16.5, ""direction"": ""-""}, {""feature"": ""macd_osc"", ""value"": 0.11582244498789446, ""contribution"": -0.015331740877521911, ""contribution_pct"": 8.9, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8044,macd_golden,"[{""feature"": ""macd_osc"", ""value"": 0.11582244498789446, ""contribution"": 0.021306766996966923, ""contribution_pct"": 22.7, ""direction"": ""+""}, {""feature"": ""kd_d"", ""value"": 29.999999549138014, ""contribution"": 0.019857672601619684, ""contribution_pct"": 21.2, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 39.16313063648965, ""contribution"": -0.016106996506233737, ""contribution_pct"": 17.2, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8048,bias_convergence,"[{""feature"": ""macd_osc"", ""value"": -0.9742956954535122, ""contribution"": 0.07184196162266145, ""contribution_pct"": 33.4, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 5.280800425828634, ""contribution"": 0.05880167215666647, ""contribution_pct"": 27.3, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.44567961309911625, ""contribution"": 0.02486830445654162, ""contribution_pct"": 11.5, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8049,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 1.2441171942858322, ""contribution"": -0.06237537598329871, ""contribution_pct"": 31.8, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 0.9941923417659128, ""contribution"": 0.04494538393318393, ""contribution_pct"": 22.9, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": 0.042121334755960166, ""contribution"": -0.031229331723555753, ""contribution_pct"": 15.9, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8049,macd_golden,"[{""feature"": ""atr_normalized"", ""value"": 1.2441171942858322, ""contribution"": -0.11290773796355577, ""contribution_pct"": 45.2, ""direction"": ""-""}, {""feature"": ""macd_dif"", ""value"": -0.045520215288973986, ""contribution"": -0.03994414247998269, ""contribution_pct"": 16.0, ""direction"": ""-""}, {""feature"": ""vol_ratio"", ""value"": 1.43622916336824, ""contribution"": 0.02598505516645944, ""contribution_pct"": 10.4, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8050,volume_breakout,"[{""feature"": ""macd_osc"", ""value"": 1.027355855738754, ""contribution"": 0.02684600635210332, ""contribution_pct"": 22.5, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 12.449799196787156, ""contribution"": 0.02429144713757995, ""contribution_pct"": 20.4, ""direction"": ""+""}, {""feature"": ""atr_normalized"", ""value"": 2.641921963450846, ""contribution"": -0.016648305554427072, ""contribution_pct"": 14.0, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8080,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 3.077995820515016, ""contribution"": 0.027802355323301844, ""contribution_pct"": 27.0, ""direction"": ""+""}, {""feature"": ""kd_k"", ""value"": 43.876053514995725, ""contribution"": -0.018055945180331247, ""contribution_pct"": 17.5, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": -0.588846553515754, ""contribution"": 0.01615561453683647, ""contribution_pct"": 15.7, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8083,bias_convergence,"[{""feature"": ""vol_ratio"", ""value"": 1.2140682493135846, ""contribution"": -0.03283110600825065, ""contribution_pct"": 23.6, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 1.6714597177217905, ""contribution"": -0.02784361826152838, ""contribution_pct"": 20.0, ""direction"": ""-""}, {""feature"": ""bias_pct"", ""value"": 0.2585463947141561, ""contribution"": 0.022595437666484777, ""contribution_pct"": 16.2, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8084,bias_convergence,"[{""feature"": ""kd_k"", ""value"": 71.82677319691805, ""contribution"": -0.045852071641047806, ""contribution_pct"": 24.4, ""direction"": ""-""}, {""feature"": ""atr_normalized"", ""value"": 3.810837396797616, ""contribution"": 0.04407456698828049, ""contribution_pct"": 23.4, ""direction"": ""+""}, {""feature"": ""kd_d"", ""value"": 58.20557340807407, ""contribution"": -0.03299911622425255, ""contribution_pct"": 17.5, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8087,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 4.362472200333828, ""contribution"": 0.07029716698941484, ""contribution_pct"": 58.2, ""direction"": ""+""}, {""feature"": ""macd_osc"", ""value"": -0.35417217377204857, ""contribution"": 0.013812496469434974, ""contribution_pct"": 11.4, ""direction"": ""+""}, {""feature"": ""bb_position"", ""value"": 0.4289906296514975, ""contribution"": 0.00975748303353265, ""contribution_pct"": 8.1, ""direction"": ""+""}]",2026-05-16T22:47:56+00:00
2026-05-11,8088,general,"[{""feature"": ""atr_normalized"", ""value"": 5.793760931665503, ""contribution"": 0.03724604506421376, ""contribution_pct"": 25.9, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": 0.4831681825631833, ""contribution"": -0.026712141840544525, ""contribution_pct"": 18.6, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.01707744795416497, ""contribution_pct"": 11.9, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8089,bias_convergence,"[{""feature"": ""atr_normalized"", ""value"": 4.363105463704949, ""contribution"": 0.07919023075497277, ""contribution_pct"": 41.8, ""direction"": ""+""}, {""feature"": ""macd_dif"", ""value"": -0.6488887252305524, ""contribution"": 0.03218141490850099, ""contribution_pct"": 17.0, ""direction"": ""+""}, {""feature"": ""vol_ratio"", ""value"": 1.1173794339937437, ""contribution"": -0.028252067289722103, ""contribution_pct"": 14.9, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8091,general,"[{""feature"": ""macd_dif"", ""value"": 9.105325266091569, ""contribution"": 0.026493868264853688, ""contribution_pct"": 17.9, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 8.195834460373279, ""contribution"": -0.021880270864453003, ""contribution_pct"": 14.8, ""direction"": ""-""}, {""feature"": ""holders_delta_w_zscore"", ""value"": 0.0, ""contribution"": -0.017560023740932844, ""contribution_pct"": 11.9, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
2026-05-11,8121,general,"[{""feature"": ""atr_normalized"", ""value"": 5.782696033911079, ""contribution"": 0.05018176647391881, ""contribution_pct"": 25.9, ""direction"": ""+""}, {""feature"": ""bias_pct"", ""value"": 21.784493613959327, ""contribution"": 0.03627163642063904, ""contribution_pct"": 18.8, ""direction"": ""+""}, {""feature"": ""holders_pct_change_4w"", ""value"": 0.0, ""contribution"": -0.021681514761950973, ""contribution_pct"": 11.2, ""direction"": ""-""}]",2026-05-16T22:47:56+00:00
