stock_id,date,open,high,low,close,volume,trading_money,trading_turnover,spread
009820,2026-04-23,10.04,10.08,9.98,9.99,157240797,1576558121.0,20670,0.0
009820,2026-04-24,10.0,10.01,9.81,9.91,87435211,868059317.0,15861,-0.08
009820,2026-04-27,10.03,10.03,9.96,9.96,37146911,370984032.0,5956,0.05
009820,2026-04-28,10.0,10.01,9.98,9.99,15994442,159866867.0,2855,0.03
009820,2026-04-29,9.92,9.95,9.9,9.93,21072233,208968298.0,6851,-0.06
009820,2026-04-30,9.93,9.95,9.85,9.85,35072865,347012773.0,12069,-0.08
00986D,2026-04-15,14.88,14.97,14.88,14.9,21281943,317645919.0,1259,-0.07
00986D,2026-04-16,14.91,14.92,14.85,14.85,3711666,55203065.0,404,-0.05
00986D,2026-04-17,14.85,14.86,14.82,14.84,4296959,63808600.0,333,-0.01
00986D,2026-04-20,14.84,14.91,14.83,14.88,4381270,65175828.0,259,0.04
00986D,2026-04-21,14.88,14.92,14.88,14.9,2105339,31356425.0,151,0.02
00986D,2026-04-22,14.9,14.91,14.88,14.89,2093243,31185029.0,170,-0.01
00986D,2026-04-23,14.89,14.89,14.83,14.83,1919544,28506752.0,179,-0.06
00986D,2026-04-24,14.84,14.87,14.82,14.85,1000721,14856262.0,85,0.02
00986D,2026-04-27,14.77,14.85,14.74,14.84,2636213,39065444.0,187,-0.01
00986D,2026-04-28,14.83,14.88,14.81,14.86,2588613,38465622.0,116,0.02
00986D,2026-04-29,14.85,14.87,14.81,14.86,1886555,28025933.0,113,0.0
00986D,2026-04-30,14.81,14.86,14.8,14.84,581002,8624076.0,87,-0.02
6747,2025-11-04,0.0,0.0,0.0,0.0,2860,567706.0,24,0.0
6747,2025-11-05,198.5,198.5,198.5,198.5,41559,8249459.0,90,0.0
6747,2025-11-06,198.5,199.0,198.5,199.0,308697,55427870.0,26,0.5
6747,2025-11-07,198.5,199.0,198.5,198.5,6472,1285176.0,51,-0.5
6747,2025-11-10,198.5,198.5,198.5,198.5,392412,83743767.0,84,0.0
6747,2025-11-11,198.5,198.5,198.5,198.5,5834,1158046.0,24,0.0
6747,2025-11-12,199.0,199.0,198.5,198.5,36146,7174880.0,46,0.0
6747,2025-11-13,198.5,198.5,198.5,198.5,7620,1512567.0,15,0.0
6747,2025-11-14,198.5,198.5,198.5,198.5,20894,4147446.0,48,0.0
6747,2025-11-17,198.5,198.5,198.5,198.5,15920,3164265.0,194,0.0
6747,2025-11-18,198.5,198.5,198.5,198.5,358152,65243172.0,65,0.0
6747,2025-11-19,198.5,198.5,198.5,198.5,41250,8188106.0,67,0.0
6747,2025-11-20,198.5,198.5,198.5,198.5,4536,900390.0,25,0.0
6747,2025-11-21,198.5,198.5,198.5,198.5,19774,3925133.0,36,0.0
6747,2025-11-24,199.0,199.0,198.5,198.5,17171,3414430.0,52,0.0
6747,2025-11-25,198.5,199.0,198.5,199.0,30571,6080879.0,75,0.5
6747,2025-11-26,198.5,199.0,198.5,199.0,34344,6832129.0,149,0.0
