stock_id,date,foreign_buy_sell,trust_buy_sell,dealer_buy_sell,total_buy_sell
2609,2026-02-06,-801162,-51300,94924,-757538
2609,2026-02-09,236168,-74600,-84327,77241
2609,2026-02-10,2145069,-177416,311089,2278742
2609,2026-02-11,3645072,-16000,283261,3912333
2609,2026-02-23,22583369,-1264032,366944,21686281
2609,2026-02-24,6491972,-131708,39356,6399620
2609,2026-02-25,9222949,-136032,553736,9640653
2609,2026-02-26,16537234,-56783,71525,16551976
2609,2026-03-02,-7117133,-36272,147878,-7005527
2609,2026-03-03,45033340,-12500,3694927,48715767
2609,2026-03-04,-30562748,-147000,-2436838,-33146586
2609,2026-03-05,-9072342,-55000,-1291563,-10418905
2609,2026-03-06,-3675246,10800,-221070,-3885516
2609,2026-03-09,-16530827,42000,-267483,-16756310
2609,2026-03-10,390710,-219700,-424430,-253420
2609,2026-03-11,12142344,-33543,487581,12596382
2609,2026-03-12,9627364,-62943,159948,9724369
2609,2026-03-13,-12507784,95600,-1248188,-13660372
2609,2026-03-16,-2557393,68512,575865,-1913016
2609,2026-03-17,-3817792,1150300,301914,-2365578
2609,2026-03-18,-1263554,-149943,1438964,25467
2609,2026-03-19,-8197663,-53000,198366,-8052297
2609,2026-03-20,-1290893,-76123,-250956,-1617972
2609,2026-03-23,-5869787,41441,-569760,-6398106
2609,2026-03-24,-4634186,46000,-279638,-4867824
2609,2026-03-25,1698587,-21400,427809,2104996
2609,2026-03-26,-2728623,-6000,-28743,-2763366
2609,2026-03-27,-2518646,0,3964,-2514682
2609,2026-03-30,-2008591,6000,-165785,-2168376
2609,2026-03-31,-4325075,22300,-247099,-4549874
2609,2026-04-01,750829,4000,423553,1178382
2609,2026-04-02,-716697,3034,-101505,-815168
2609,2026-04-07,-5971217,-98578,-97432,-6167227
2609,2026-04-08,-8509483,-318222,127590,-8700115
2609,2026-04-09,-2577224,-147035,40130,-2684129
2609,2026-04-10,-3540864,-108511,221090,-3428285
2609,2026-04-13,-7053387,-24788,-118701,-7196876
2609,2026-04-14,-5089830,-164242,-185306,-5439378
2609,2026-04-15,-964324,-75151,1435599,396124
2609,2026-04-16,-4399128,-40806,-583883,-5023817
2609,2026-04-17,-4355612,-145454,-360979,-4862045
2609,2026-04-20,-5096213,-747251,-111075,-5954539
2609,2026-04-21,76587,-7125,-45002,24460
2609,2026-04-22,117477,-36921,-103898,-23342
2609,2026-04-23,-6389889,-15630,-506910,-6912429
2609,2026-04-24,319967,-106377,-255746,-42156
2609,2026-04-27,-2056027,-219970,-361970,-2637967
2609,2026-04-28,-856286,-4886,-41324,-902496
2609,2026-04-29,-3077334,-12000,-203228,-3292562
2609,2026-04-30,-1969366,-133850,-405765,-2508981
2892,2026-02-02,-5536884,1331518,-322579,-4527945
2892,2026-02-03,2132142,529518,157000,2818660
2892,2026-02-04,-1145234,382800,145747,-616687
2892,2026-02-05,6950443,603000,-138324,7415119
2892,2026-02-06,1550825,482000,-169571,1863254
2892,2026-02-09,-398489,4000,304420,-90069
2892,2026-02-10,3800869,-655000,380944,3526813
2892,2026-02-11,8199326,580000,785147,9564473
2892,2026-02-23,19017821,9000,173558,19200379
2892,2026-02-24,6183814,610918,694357,7489089
2892,2026-02-25,372194,1024000,558775,1954969
2892,2026-02-26,7037844,-134398,390043,7293489
2892,2026-03-02,1358823,671000,261150,2290973
2892,2026-03-03,8949089,136900,498377,9584366
2892,2026-03-04,-15051029,722000,-329122,-14658151
2892,2026-03-05,1478094,529000,70528,2077622
2892,2026-03-06,9098019,263000,369832,9730851
2892,2026-03-09,1651736,435406,-191424,1895718
2892,2026-03-10,-722383,316407,364436,-41540
2892,2026-03-11,5540518,1000,126352,5667870
2892,2026-03-12,-4095834,172000,-328476,-4252310
2892,2026-03-13,6433635,64000,-404689,6092946
2892,2026-03-16,1188515,-972921,82813,298407
2892,2026-03-17,1121175,-786000,662000,997175
2892,2026-03-18,-3438835,-69591,90220,-3418206
2892,2026-03-19,-7051549,8000,15151,-7028398
2892,2026-03-20,6200906,-1818999,-150607,4231300
2892,2026-03-23,-4046226,222712,-165552,-3989066
2892,2026-03-24,9539074,133000,65794,9737868
2892,2026-03-25,5206429,81000,806804,6094233
2892,2026-03-26,4953632,0,122320,5075952
2892,2026-03-27,-3056840,66000,183869,-2806971
2892,2026-03-30,3162548,274441,-248576,3188413
2892,2026-03-31,3283896,149500,1355332,4788728
2892,2026-04-01,7058336,66441,1131398,8256175
2892,2026-04-02,6609514,-16149,-144555,6448810
2892,2026-04-07,1571546,13899,116855,1702300
2892,2026-04-08,1955600,-11109,847752,2792243
2892,2026-04-09,6377492,-22304,-266000,6089188
2892,2026-04-10,-6515958,-583315,-1932,-7101205
2892,2026-04-13,-2010230,-1783135,-139631,-3932996
2892,2026-04-14,1607500,-1055365,140710,692845
2892,2026-04-15,-630553,-3030995,-84605,-3746153
2892,2026-04-16,800936,-20768,313000,1093168
2892,2026-04-17,-358332,-1087550,41287,-1404595
2892,2026-04-20,1006264,-1884092,100478,-777350
2892,2026-04-21,65229,-799840,10710,-723901
2892,2026-04-22,-3752219,-539660,-90000,-4381879
2892,2026-04-23,-21972615,-1349049,-399106,-23720770
2892,2026-04-24,-4582036,-412136,-24000,-5018172
2892,2026-04-27,-150054,-574722,-157956,-882732
2892,2026-04-28,-3031476,-627496,-121030,-3780002
2892,2026-04-29,1204514,48000,34010,1286524
2892,2026-04-30,18027422,-52000,103161,18078583
3711,2026-02-02,586735,1237411,-107973,1716173
3711,2026-02-03,955986,266916,358642,1581544
3711,2026-02-04,1875291,107983,124832,2108106
3711,2026-02-05,-10491740,-1854269,789731,-11556278
3711,2026-02-06,15656623,857836,-116433,16398026
3711,2026-02-09,7174852,921866,-196389,7900329
3711,2026-02-10,4498042,-231000,-469368,3797674
3711,2026-02-11,3876334,352000,-225573,4002761
3711,2026-02-23,-5076511,664599,-237401,-4649313
3711,2026-02-24,6174377,941832,189637,7305846
3711,2026-02-25,3411642,822560,-629510,3604692
3711,2026-02-26,7760521,-4717278,-535012,2508231
3711,2026-03-02,-6128078,489280,288250,-5350548
3711,2026-03-03,8077925,-1446720,370031,7001236
3711,2026-03-04,1048734,-886388,978342,1140688
3711,2026-03-05,-261147,4677110,-484306,3931657
3711,2026-03-06,-1970880,563000,192135,-1215745
3711,2026-03-09,-578708,821007,769273,1011572
3711,2026-03-10,-4025458,3448728,-316786,-893516
3711,2026-03-11,-4572004,-108000,185532,-4494472
3711,2026-03-12,-4332574,-74000,-16662,-4423236
3711,2026-03-13,536361,213113,20168,769642
3711,2026-03-16,-3323401,339024,-59803,-3044180
3711,2026-03-17,81101,59000,222167,362268
3711,2026-03-18,-3735146,307728,764475,-2662943
3711,2026-03-19,-5528842,-218000,-112426,-5859268
3711,2026-03-20,-3002127,-973773,-97789,-4073689
3711,2026-03-23,-914233,-99324,328328,-685229
3711,2026-03-24,1788018,52757,40747,1881522
3711,2026-03-25,2675055,959670,65935,3700660
3711,2026-03-26,2291908,-314356,194010,2171562
3711,2026-03-27,-3893473,65995,226313,-3601165
3711,2026-03-30,-300743,225964,445084,370305
3711,2026-03-31,-5951261,-615000,665887,-5900374
3711,2026-04-01,6386269,218740,760489,7365498
3711,2026-04-02,-476300,3193360,-54824,2662236
3711,2026-04-07,-4190263,-440595,173192,-4457666
3711,2026-04-08,8881440,-329257,634225,9186408
3711,2026-04-09,2799402,-234745,-231745,2332912
3711,2026-04-10,-1806129,-588575,522823,-1871881
3711,2026-04-13,-572069,-201235,-68280,-841584
3711,2026-04-14,-2525747,288642,-161543,-2398648
3711,2026-04-15,1348937,298353,172743,1820033
3711,2026-04-16,-954078,74367,141817,-737894
3711,2026-04-17,-1307091,-280479,-142098,-1729668
3711,2026-04-20,365591,401249,-103452,663388
3711,2026-04-21,2058380,277495,-165717,2170158
3711,2026-04-22,-1128918,-371910,-92468,-1593296
3711,2026-04-23,-1938257,424094,-97817,-1611980
3711,2026-04-24,38850,1146529,28332,1213711
3711,2026-04-27,-4998297,674312,-394523,-4718508
3711,2026-04-28,1400594,1112721,-189186,2324129
3711,2026-04-29,-5135792,703037,-102019,-4534774
3711,2026-04-30,-5394033,2871636,-70074,-2592471
