stock_id,date,foreign_buy_sell,trust_buy_sell,dealer_buy_sell,total_buy_sell
1326,2025-12-31,-1232670,-17000,287009,-962661
1326,2026-01-02,-9044534,0,481840,-8562694
1326,2026-01-05,1233637,-18000,183240,1398877
1326,2026-01-06,5512718,0,205284,5718002
1326,2026-01-07,12009221,0,372526,12381747
1326,2026-01-08,7011253,0,-103543,6907710
1326,2026-01-09,-4520577,0,51606,-4468971
1326,2026-01-12,3659276,0,78916,3738192
1326,2026-01-13,-11908722,-32000,-314251,-12254973
1326,2026-01-14,17698148,0,390837,18088985
1326,2026-01-15,30819804,-14000,1064019,31869823
1326,2026-01-16,6180090,0,-177946,6002144
1326,2026-01-19,5774400,-8000,-150473,5615927
1326,2026-01-20,-1192864,-29000,-736389,-1958253
1326,2026-01-21,4848500,-1000,-942406,3905094
1326,2026-01-22,9269467,0,217732,9487199
1326,2026-01-23,7377612,0,99558,7477170
1326,2026-01-26,6772483,7000,1293743,8073226
1326,2026-01-27,5713123,1000000,2419300,9132423
1326,2026-01-28,11647628,1861000,1157723,14666351
1326,2026-01-29,-2940238,9298000,-2283127,4074635
1326,2026-01-30,-5530275,7219000,-604654,1084071
1326,2026-02-02,-1438867,483000,-2025732,-2981599
1326,2026-02-03,-947548,0,480640,-466908
1326,2026-02-04,2166316,-17000,1002080,3151396
1326,2026-02-05,-4898738,0,-755596,-5654334
1326,2026-02-06,-10693801,155000,-695758,-11234559
1326,2026-02-09,6806333,438000,1958465,9202798
1326,2026-02-10,-12123590,0,-1167637,-13291227
1326,2026-02-11,8429917,0,480748,8910665
1326,2026-02-23,4810651,-18000,706257,5498908
1326,2026-02-24,6051128,-1880000,2803533,6974661
1326,2026-02-25,17732927,-17000,2310914,20026841
1326,2026-02-26,18439192,-5747029,929088,13621251
1326,2026-03-02,-30749443,-1421000,-1942609,-34113052
1326,2026-03-03,-1246670,-1239000,-733727,-3219397
1326,2026-03-04,-448679,1000,-2808921,-3256600
1326,2026-03-05,-6512312,-1200000,-383355,-8095667
1326,2026-03-06,-4517211,0,1297972,-3219239
1326,2026-03-09,-17077078,-2383000,-3301394,-22761472
1326,2026-03-10,8293491,0,303602,8597093
1326,2026-03-11,-5155896,-1000000,127270,-6028626
1326,2026-03-12,-5727799,-700000,-258507,-6686306
1326,2026-03-13,-1089793,16000,-505662,-1579455
1326,2026-03-16,-9332793,14022024,702925,5392156
1326,2026-03-17,-6314912,-800000,295604,-6819308
1326,2026-03-18,11263981,207000,1977252,13448233
1326,2026-03-19,-7451724,0,1645684,-5806040
1326,2026-03-20,-13429353,-1044804,-1290815,-15764972
1326,2026-03-23,-7102099,1000,-3234198,-10335297
1326,2026-03-24,2708706,0,-466500,2242206
1326,2026-03-25,616424,0,138999,755423
1326,2026-03-26,17950911,0,2018402,19969313
1326,2026-03-27,-6983594,-420000,-872638,-8276232
1326,2026-03-30,41744872,172000,871666,42788538
1326,2026-03-31,-17624182,-4299000,-1322136,-23245318
1326,2026-04-01,9229718,45000,1385332,10660050
1326,2026-04-02,-2215573,17000,6380,-2192193
1326,2026-04-07,8856843,-4586000,362455,4633298
1326,2026-04-08,3102223,-1718000,-541285,842938
1326,2026-04-09,13271615,13000,229202,13513817
1326,2026-04-10,-112885,12000,15226,-85659
1326,2026-04-13,52424110,1797000,2674206,56895316
1326,2026-04-14,59406391,314000,-406686,59313705
1326,2026-04-15,-18088652,-9206000,-467369,-27762021
1326,2026-04-16,8197107,-10000,382165,8569272
1326,2026-04-17,-5036356,17000,-362119,-5381475
1326,2026-04-20,2233535,2000,-157295,2078240
1326,2026-04-21,1524192,0,-122418,1401774
1326,2026-04-22,-261000,0,-62363,-323363
1326,2026-04-23,1684052,0,-2097156,-413104
1326,2026-04-24,2956167,0,-531331,2424836
1326,2026-04-27,10150740,0,-588030,9562710
1326,2026-04-28,8534844,0,-220275,8314569
1326,2026-04-29,17727157,0,484508,18211665
1326,2026-04-30,5217139,0,-591334,4625805
