stock_id,warning_type,announced_date,effective_from,effective_to,reason,source_url,fetched_at
5386,disposition,2026-05-07,2026-05-08,2026-05-21,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
6861,disposition,2026-05-07,2026-05-08,2026-05-21,連續三次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
1597,disposition,2026-05-06,2026-05-07,2026-05-20,連續三次 / 第一次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
2233,disposition,2026-05-06,2026-05-07,2026-05-20,連續三次 / 第一次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
22331,disposition,2026-05-06,2026-05-07,2026-05-20,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
2454,disposition,2026-05-06,2026-05-07,2026-05-20,連續三次 / 第一次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
2486,disposition,2026-05-06,2026-05-07,2026-05-20,連續三次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
24866,disposition,2026-05-06,2026-05-07,2026-05-20,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
3016,disposition,2026-05-06,2026-05-07,2026-05-20,連續三次 / 第一次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
30165,disposition,2026-05-06,2026-05-07,2026-05-20,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
3163,disposition,2026-05-06,2026-05-07,2026-05-20,最近10個營業日內有6個營業日,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
4542,disposition,2026-05-06,2026-05-07,2026-05-20,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
45421,disposition,2026-05-06,2026-05-07,2026-05-20,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
4764,disposition,2026-05-06,2026-05-07,2026-05-20,連續三次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
4908,disposition,2026-05-06,2026-05-07,2026-05-20,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
6683,disposition,2026-05-06,2026-05-07,2026-05-20,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
8064,disposition,2026-05-06,2026-05-07,2026-05-20,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
8291,disposition,2026-05-06,2026-05-07,2026-05-20,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
2455,disposition,2026-05-05,2026-05-06,2026-05-19,最近十個營業日已有六次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
24552,disposition,2026-05-05,2026-05-06,2026-05-19,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
24553,disposition,2026-05-05,2026-05-06,2026-05-19,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
6405,disposition,2026-05-05,2026-05-06,2026-05-19,連續三次 / 第一次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
8027,disposition,2026-05-05,2026-05-06,2026-05-19,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
80273,disposition,2026-05-05,2026-05-06,2026-05-19,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
3167,disposition,2026-05-04,2026-05-05,2026-05-18,連續三次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
31672,disposition,2026-05-04,2026-05-05,2026-05-18,轉(交)換公司債之標的證券經本中心或臺灣證券交易所發布處置,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
4951,disposition,2026-05-04,2026-05-05,2026-05-18,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
6234,disposition,2026-05-04,2026-05-05,2026-05-18,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
6658,disposition,2026-05-04,2026-05-05,2026-05-18,連續三次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
6861,disposition,2026-05-04,2026-05-05,2026-05-18,連續三次 / 第二次處置,https://openapi.twse.com.tw/v1/announcement/punish,2026-05-18T12:49:00+00:00
731240,disposition,2026-05-04,2026-05-05,2026-05-18,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
9949,disposition,2026-05-04,2026-05-05,2026-05-18,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
8291,disposition,2026-04-30,2026-05-04,2026-05-15,因連續3個營業日達本中心作業要點第四條第一項第一款,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,2026-05-18T12:49:00+00:00
3105,default_settlement,2026-04-28,2026-04-28,,"穩懋 3105 違約交割 8,670 萬(申報券商:群益永和)",https://www.tpex.org.tw/www/zh-tw/bulletin/breach,2026-05-18T12:49:00+00:00
3105,default_settlement,2026-04-27,2026-04-27,,"穩懋 3105 違約交割 9,670 萬(申報券商:新光桃園 / 國泰敦南 / 群益永和 / 永豐羅東 / 永豐天母)",https://www.tpex.org.tw/www/zh-tw/bulletin/breach,2026-05-18T12:49:00+00:00
5274,default_settlement,2026-04-27,2026-04-27,,"信驊 5274 違約交割 3,284 萬(申報券商:玉山景美)",https://www.tpex.org.tw/www/zh-tw/bulletin/breach,2026-05-18T12:49:00+00:00
8358,default_settlement,2026-04-22,2026-04-22,,"金居 8358 違約交割 2,344 萬(申報券商:聯邦忠孝)",https://www.tpex.org.tw/www/zh-tw/bulletin/breach,2026-05-18T12:49:00+00:00
8358,default_settlement,2026-04-21,2026-04-21,,金居 8358 違約交割 1.11 億(申報券商:群益西松),https://www.tpex.org.tw/www/zh-tw/bulletin/breach,2026-05-18T12:49:00+00:00
3081,default_settlement,2026-04-14,2026-04-14,,"聯亞 3081 違約交割 6,890 萬(申報券商:華南永昌)",https://www.tpex.org.tw/www/zh-tw/bulletin/breach,2026-05-18T12:49:00+00:00
