stock_id,date,foreign_buy_sell,trust_buy_sell,dealer_buy_sell,total_buy_sell
1303,2026-02-02,-671684,-435000,-1086256,-2192940
1303,2026-02-03,3906314,3249662,169782,7325758
1303,2026-02-04,1039943,2535000,1646353,5221296
1303,2026-02-05,-10839927,1238662,-979633,-10580898
1303,2026-02-06,2385579,1066000,27142,3478721
1303,2026-02-09,24776196,-862000,2436004,26350200
1303,2026-02-10,-37680784,-108677,-756328,-38545789
1303,2026-02-11,60938575,652000,1766072,63356647
1303,2026-02-23,18670727,4769320,2853057,26293104
1303,2026-02-24,30291870,-220677,4444114,34515307
1303,2026-02-25,34962348,2740980,319040,38022368
1303,2026-02-26,-6852450,-5210385,-2774167,-14837002
1303,2026-03-02,1799677,-1418020,-115860,265797
1303,2026-03-03,-20631926,255661,-4561656,-24937921
1303,2026-03-04,13531157,331649,-721159,13141647
1303,2026-03-05,-26977489,7277663,-437341,-20137167
1303,2026-03-06,-9680651,4022000,55410,-5603241
1303,2026-03-09,-8723420,109757,-1431901,-10045564
1303,2026-03-10,10464989,200093,229407,10894489
1303,2026-03-11,-20220985,1959000,1025249,-17236736
1303,2026-03-12,-31856974,-330336,-2449252,-34636562
1303,2026-03-13,27421195,5681331,4504548,37607074
1303,2026-03-16,-7555002,19132037,-1813065,9763970
1303,2026-03-17,-25416163,339417,-3970,-25080716
1303,2026-03-18,-3082558,661820,836120,-1584618
1303,2026-03-19,-6748695,67000,-308065,-6989760
1303,2026-03-20,-23254412,-665637,-2618465,-26538514
1303,2026-03-23,-1823694,-9590289,1045253,-10368730
1303,2026-03-24,10307385,-318000,324835,10314220
1303,2026-03-25,8393561,779000,872430,10044991
1303,2026-03-26,-6050889,-3169000,200981,-9018908
1303,2026-03-27,2798042,-8985000,2513562,-3673396
1303,2026-03-30,27414814,5377108,2825895,35617817
1303,2026-03-31,-30842848,1427000,-2706421,-32122269
1303,2026-04-01,16451417,3021108,4114463,23586988
1303,2026-04-02,-6438337,2535000,-610028,-4513365
1303,2026-04-07,5038069,3093843,-99434,8032478
1303,2026-04-08,10653710,4199216,3740164,18593090
1303,2026-04-09,14458964,-710000,4620291,18369255
1303,2026-04-10,-24956746,-3290000,-163798,-28410544
1303,2026-04-13,28493230,1983919,1603114,32080263
1303,2026-04-14,35893992,1006430,-372548,36527874
1303,2026-04-15,37368949,-5550559,-2168369,29650021
1303,2026-04-16,20287888,-8725076,1482394,13045206
1303,2026-04-17,-9772403,-10879800,-457541,-21109744
1303,2026-04-20,-2406520,-2412230,-122715,-4941465
1303,2026-04-21,21401462,144300,121218,21666980
1303,2026-04-22,14199991,-106333,272323,14365981
1303,2026-04-23,-5250242,-6876035,-787800,-12914077
1303,2026-04-24,2297128,-2602571,585039,279596
1303,2026-04-27,11761695,-2387397,692231,10066529
1303,2026-04-28,16906867,412489,1485003,18804359
1303,2026-04-29,19377054,258000,1326850,20961904
1303,2026-04-30,-17805375,-1408404,-562464,-19776243
2887,2026-02-02,11325761,945608,3108374,15379743
2887,2026-02-03,12834441,-949392,-467092,11417957
2887,2026-02-04,9528389,1791300,-969569,10350120
2887,2026-02-05,12357226,413000,-712033,12058193
2887,2026-02-06,10481139,819000,-514586,10785553
2887,2026-02-09,35558215,-4434000,-2592857,28531358
2887,2026-02-10,3163714,-630000,-1631143,902571
2887,2026-02-11,28066767,-1068000,-3320258,23678509
2887,2026-02-23,61957032,3588000,-4986849,60558183
2887,2026-02-24,-17000068,4154608,-2689705,-15535165
2887,2026-02-25,-22045375,-635000,299307,-22381068
2887,2026-02-26,22249591,27097420,-2094707,47252304
2887,2026-03-02,-49500147,6104000,-38752,-43434899
2887,2026-03-03,9211026,14047900,1737836,24996762
2887,2026-03-04,-81292411,65244000,3332751,-12715660
2887,2026-03-05,-31080455,34194000,-1708349,1405196
2887,2026-03-06,-13940867,13314000,818983,192116
2887,2026-03-09,-11846562,32381826,3542824,24078088
2887,2026-03-10,-19178223,5999827,686248,-12492148
