stock_id,date,foreign_buy_sell,trust_buy_sell,dealer_buy_sell,total_buy_sell
2887,2026-03-11,-3256786,-744000,-600378,-4601164
2887,2026-03-12,-13249058,20129000,-428706,6451236
2887,2026-03-13,-14413059,26987000,-87833,12486108
2887,2026-03-16,-11919883,-3304855,-68572,-15293310
2887,2026-03-17,-27033306,24542000,2318997,-172309
2887,2026-03-18,-36952061,4764831,3858493,-28328737
2887,2026-03-19,1906051,2234000,3587853,7727904
2887,2026-03-20,-4577966,25173118,1846186,22441338
2887,2026-03-23,-72426012,46956476,6380363,-19089173
2887,2026-03-24,-5305755,18009000,781890,13485135
2887,2026-03-25,2282499,-1210000,402703,1475202
2887,2026-03-26,-18089749,11303000,1673108,-5113641
2887,2026-03-27,-15413539,12667000,2708846,-37693
2887,2026-03-30,-18801842,20007172,3465465,4670795
2887,2026-03-31,-38215674,7222000,11890728,-19102946
2887,2026-04-01,42920268,733172,-3205164,40448276
2887,2026-04-02,27309254,-673825,649000,27284429
2887,2026-04-07,-8106105,6510763,1599811,4469
2887,2026-04-08,3956830,-615875,-2485376,855579
2887,2026-04-09,4273162,-1203613,500543,3570092
2887,2026-04-10,1415363,-2096883,992749,311229
2887,2026-04-13,-20859386,9549993,3555373,-7754020
2887,2026-04-14,16133734,-4764242,-184084,11185408
2887,2026-04-15,10430391,-5443249,-2161659,2825483
2887,2026-04-16,22219163,-3676352,-4550704,13992107
2887,2026-04-17,-32617962,-7255700,3445824,-36427838
2887,2026-04-20,21203482,-21286208,1309013,1226287
2887,2026-04-21,-6132905,-17203659,-465554,-23802118
2887,2026-04-22,22867249,-21951607,1309713,2225355
2887,2026-04-23,6734732,-17848874,1943620,-9170522
2887,2026-04-24,37141363,-31109124,-1786934,4245305
2887,2026-04-27,14784345,-18127688,-1805962,-5149305
2887,2026-04-28,42752376,-14415286,-3352713,24984377
2887,2026-04-29,-12129791,-12398000,456957,-24070834
2887,2026-04-30,7664006,-16873000,1002797,-8206197
