trade_date,universe,strategy,sid,score,rank,params_hash,payload,ml_prob,computed_at
2026-05-06,pure_stock,bb_lower_rebound,1264,,,default_v1,"{""stock_id"": ""1264"", ""name"": ""德麥"", ""close"": 271.0, ""open"": 270.5, ""bb_lower"": 271.4603950324549, ""bb_mid"": 276.175, ""vol_ratio"": 1.053346924906558, ""matched_at"": ""2026-05-06"", ""atr14"": 2.4229330659540644, ""target_low"": 274.6343995989311, ""target_high"": 278.2687991978622, ""stop_loss"": 267.3656004010689, ""risk_reward"": 2.0}",0.31758807518216303,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,2230,,,default_v1,"{""stock_id"": ""2230"", ""name"": ""泰茂"", ""close"": 31.9, ""open"": 29.25, ""bb_lower"": 26.862350175076767, ""bb_mid"": 29.7825, ""vol_ratio"": 1.3657445224155145, ""matched_at"": ""2026-05-06"", ""atr14"": 1.5176135023370705, ""target_low"": 34.176420253505604, ""target_high"": 36.45284050701121, ""stop_loss"": 29.623579746494393, ""risk_reward"": 2.0}",0.6356063771907974,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,2643,,,default_v1,"{""stock_id"": ""2643"", ""name"": ""捷迅"", ""close"": 66.9, ""open"": 66.5, ""bb_lower"": 65.76763889268265, ""bb_mid"": 68.31, ""vol_ratio"": 2.084397945187058, ""matched_at"": ""2026-05-06"", ""atr14"": 1.039581677534389, ""target_low"": 68.45937251630158, ""target_high"": 70.01874503260318, ""stop_loss"": 65.34062748369843, ""risk_reward"": 2.0000000000000093}",0.35418754188938245,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,3226,,,default_v1,"{""stock_id"": ""3226"", ""name"": ""龍鋒"", ""close"": 42.95, ""open"": 41.15, ""bb_lower"": 12.229697777937826, ""bb_mid"": 37.2425, ""vol_ratio"": 7.274314395868189, ""matched_at"": ""2026-05-06"", ""atr14"": 12.12614151309469, ""target_low"": 61.13921226964204, ""target_high"": 79.32842453928407, ""stop_loss"": 24.76078773035797, ""risk_reward"": 2.0}",0.41184606023346687,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,3252,,,default_v1,"{""stock_id"": ""3252"", ""name"": ""海灣"", ""close"": 18.8, ""open"": 18.65, ""bb_lower"": 18.945562502239994, ""bb_mid"": 19.8175, ""vol_ratio"": 1.3870233019914735, ""matched_at"": ""2026-05-06"", ""atr14"": 0.47733122223717667, ""target_low"": 19.515996833355764, ""target_high"": 20.23199366671153, ""stop_loss"": 18.084003166644237, ""risk_reward"": 2.000000000000005}",0.4051967308098986,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,3360,,,default_v1,"{""stock_id"": ""3360"", ""name"": ""尚立"", ""close"": 13.4, ""open"": 13.35, ""bb_lower"": 13.244039107213283, ""bb_mid"": 13.959999999999999, ""vol_ratio"": 1.3410565456293495, ""matched_at"": ""2026-05-06"", ""atr14"": 0.45409184882885406, ""target_low"": 14.081137773243281, ""target_high"": 14.762275546486563, ""stop_loss"": 12.71886222675672, ""risk_reward"": 2.0000000000000027}",0.29672826207051056,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,3523,,,default_v1,"{""stock_id"": ""3523"", ""name"": ""迎輝"", ""close"": 12.95, ""open"": 12.7, ""bb_lower"": 6.600694486311743, ""bb_mid"": 12.360000000000001, ""vol_ratio"": 1.1009335916857494, ""matched_at"": ""2026-05-06"", ""atr14"": 2.7309220317515788, ""target_low"": 17.046383047627366, ""target_high"": 21.142766095254736, ""stop_loss"": 8.853616952372631, ""risk_reward"": 2.0}",0.49466820100574926,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,4102,,,default_v1,"{""stock_id"": ""4102"", ""name"": ""永日"", ""close"": 17.85, ""open"": 17.7, ""bb_lower"": 18.235743616868948, ""bb_mid"": 18.975, ""vol_ratio"": 1.5913057315702013, ""matched_at"": ""2026-05-06"", ""atr14"": 0.3763201121833443, ""target_low"": 18.414480168275016, ""target_high"": 18.978960336550035, ""stop_loss"": 17.285519831724987, ""risk_reward"": 2.000000000000006}",0.2324514740223752,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,4174,,,default_v1,"{""stock_id"": ""4174"", ""name"": ""浩鼎"", ""close"": 35.25, ""open"": 34.4, ""bb_lower"": 30.5190260620181, ""bb_mid"": 35.91, ""vol_ratio"": 3.101069299198372, ""matched_at"": ""2026-05-06"", ""atr14"": 1.5435101689524235, ""target_low"": 37.565265253428635, ""target_high"": 39.88053050685727, ""stop_loss"": 32.934734746571365, ""risk_reward"": 2.0}",0.5642123654618869,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,4192,,,default_v1,"{""stock_id"": ""4192"", ""name"": ""杏國"", ""close"": 20.45, ""open"": 20.05, ""bb_lower"": -0.014309414941639176, ""bb_mid"": 16.1175, ""vol_ratio"": 5.039331366764995, ""matched_at"": ""2026-05-06"", ""atr14"": 5.884747627696109, ""target_low"": 29.277121441544164, ""target_high"": 38.10424288308833, ""stop_loss"": 11.622878558455835, ""risk_reward"": 2.0000000000000004}",0.5120202316150861,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,4432,,,default_v1,"{""stock_id"": ""4432"", ""name"": ""銘旺實"", ""close"": 14.35, ""open"": 14.2, ""bb_lower"": 14.162287179747654, ""bb_mid"": 14.969999999999999, ""vol_ratio"": 3.8005232053612716, ""matched_at"": ""2026-05-06"", ""atr14"": 0.24870940593159346, ""target_low"": 14.72306410889739, ""target_high"": 15.09612821779478, ""stop_loss"": 13.97693589110261, ""risk_reward"": 2.0}",0.34747942405976473,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,4702,,,default_v1,"{""stock_id"": ""4702"", ""name"": ""中美實"", ""close"": 9.71, ""open"": 9.63, ""bb_lower"": 9.68314401401256, ""bb_mid"": 9.9235, ""vol_ratio"": 1.2799623621878362, ""matched_at"": ""2026-05-06"", ""atr14"": 0.16896993482626876, ""target_low"": 9.963454902239404, ""target_high"": 10.216909804478806, ""stop_loss"": 9.456545097760598, ""risk_reward"": 2.0}",0.1899176018525567,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,5205,,,default_v1,"{""stock_id"": ""5205"", ""name"": ""中茂"", ""close"": 21.65, ""open"": 21.2, ""bb_lower"": 12.434769278994496, ""bb_mid"": 24.95, ""vol_ratio"": 2.6822726164350157, ""matched_at"": ""2026-05-06"", ""atr14"": 4.11649955994091, ""target_low"": 27.824749339911364, ""target_high"": 33.99949867982273, ""stop_loss"": 15.475250660088633, ""risk_reward"": 2.0}",0.4084454232781113,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,5213,,,default_v1,"{""stock_id"": ""5213"", ""name"": ""亞昕"", ""close"": 25.65, ""open"": 25.6, ""bb_lower"": 25.508369819730355, ""bb_mid"": 26.46, ""vol_ratio"": 1.7797220252168813, ""matched_at"": ""2026-05-06"", ""atr14"": 0.4533557449081852, ""target_low"": 26.330033617362275, ""target_high"": 27.010067234724556, ""stop_loss"": 24.969966382637722, ""risk_reward"": 2.0000000000000053}",0.2568846383779613,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,5301,,,default_v1,"{""stock_id"": ""5301"", ""name"": ""寶得利"", ""close"": 7.86, ""open"": 7.8, ""bb_lower"": 0.0, ""bb_mid"": 0.0, ""vol_ratio"": 4.26725188978298, ""matched_at"": ""2026-05-06"", ""atr14"": NaN, ""target_low"": NaN, ""target_high"": NaN, ""stop_loss"": NaN, ""risk_reward"": NaN}",,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,5547,,,default_v1,"{""stock_id"": ""5547"", ""name"": ""久舜"", ""close"": 21.7, ""open"": 21.6, ""bb_lower"": 20.80026632628055, ""bb_mid"": 21.7975, ""vol_ratio"": 1.0148483591029642, ""matched_at"": ""2026-05-06"", ""atr14"": 0.33168001589115953, ""target_low"": 22.197520023836738, ""target_high"": 22.695040047673476, ""stop_loss"": 21.20247997616326, ""risk_reward"": 2.0}",0.3707423886498843,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,6199,,,default_v1,"{""stock_id"": ""6199"", ""name"": ""天品"", ""close"": 98.3, ""open"": 93.0, ""bb_lower"": 87.4456512732339, ""bb_mid"": 104.10499999999999, ""vol_ratio"": 3.1450869420471714, ""matched_at"": ""2026-05-06"", ""atr14"": 5.359032737878564, ""target_low"": 106.33854910681784, ""target_high"": 114.37709821363569, ""stop_loss"": 90.26145089318216, ""risk_reward"": 2.0000000000000018}",0.4280819100696457,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,6246,,,default_v1,"{""stock_id"": ""6246"", ""name"": ""臺龍"", ""close"": 17.3, ""open"": 17.15, ""bb_lower"": 14.852121529309876, ""bb_mid"": 16.2725, ""vol_ratio"": 2.8559593064392876, ""matched_at"": ""2026-05-06"", ""atr14"": 0.7374825278871407, ""target_low"": 18.406223791830712, ""target_high"": 19.512447583661423, ""stop_loss"": 16.19377620816929, ""risk_reward"": 2.0}",0.3406400747980852,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,6561,,,default_v1,"{""stock_id"": ""6561"", ""name"": ""是方"", ""close"": 333.0, ""open"": 332.0, ""bb_lower"": 338.19755138942355, ""bb_mid"": 360.15, ""vol_ratio"": 1.0894748988851255, ""matched_at"": ""2026-05-06"", ""atr14"": 9.48052132324115, ""target_low"": 347.22078198486173, ""target_high"": 361.44156396972346, ""stop_loss"": 318.77921801513827, ""risk_reward"": 2.0}",0.6172472769632787,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,6968,,,default_v1,"{""stock_id"": ""6968"", ""name"": ""萬達寵物"", ""close"": 43.05, ""open"": 42.8, ""bb_lower"": 42.65550178429881, ""bb_mid"": 45.177499999999995, ""vol_ratio"": 1.576100370829653, ""matched_at"": ""2026-05-06"", ""atr14"": 0.8991644964373433, ""target_low"": 44.39874674465601, ""target_high"": 45.74749348931203, ""stop_loss"": 41.701253255343985, ""risk_reward"": 2.0000000000000053}",0.29601875832528013,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,7642,,,default_v1,"{""stock_id"": ""7642"", ""name"": ""昶瑞機電"", ""close"": 69.5, ""open"": 65.0, ""bb_lower"": 64.39001007253033, ""bb_mid"": 70.595, ""vol_ratio"": 1.9242164163149118, ""matched_at"": ""2026-05-06"", ""atr14"": 1.9410181055620885, ""target_low"": 72.41152715834313, ""target_high"": 75.32305431668627, ""stop_loss"": 66.58847284165687, ""risk_reward"": 2.0}",0.4939830745270838,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,7715,,,default_v1,"{""stock_id"": ""7715"", ""name"": ""裕山"", ""close"": 28.45, ""open"": 28.2, ""bb_lower"": 27.996673016831746, ""bb_mid"": 28.707500000000003, ""vol_ratio"": 7.913565079135651, ""matched_at"": ""2026-05-06"", ""atr14"": 0.4452780109898895, ""target_low"": 29.117917016484835, ""target_high"": 29.785834032969667, ""stop_loss"": 27.782082983515163, ""risk_reward"": 1.9999999999999947}",0.28540909282135013,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,8342,,,default_v1,"{""stock_id"": ""8342"", ""name"": ""益張"", ""close"": 87.6, ""open"": 87.1, ""bb_lower"": -0.12920095912963347, ""bb_mid"": 72.52000000000001, ""vol_ratio"": 2.6806058169146225, ""matched_at"": ""2026-05-06"", ""atr14"": 37.556003142565245, ""target_low"": 143.93400471384786, ""target_high"": 200.26800942769574, ""stop_loss"": 31.265995286152126, ""risk_reward"": 2.0000000000000004}",0.4251918609988828,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,8435,,,default_v1,"{""stock_id"": ""8435"", ""name"": ""鉅邁"", ""close"": 56.4, ""open"": 56.0, ""bb_lower"": 55.41716186947185, ""bb_mid"": 56.665, ""vol_ratio"": 1.068900536825603, ""matched_at"": ""2026-05-06"", ""atr14"": 0.6884719268636034, ""target_low"": 57.432707890295404, ""target_high"": 58.46541578059081, ""stop_loss"": 55.36729210970459, ""risk_reward"": 2.0}",0.05972824201584282,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bb_lower_rebound,8924,,,default_v1,"{""stock_id"": ""8924"", ""name"": ""大田"", ""close"": 64.0, ""open"": 63.4, ""bb_lower"": 65.75716698060016, ""bb_mid"": 67.925, ""vol_ratio"": 17.430693563966205, ""matched_at"": ""2026-05-06"", ""atr14"": 1.1359445185839956, ""target_low"": 65.70391677787599, ""target_high"": 67.40783355575199, ""stop_loss"": 62.296083222124004, ""risk_reward"": 2.0}",0.3831543293339662,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,1240,,,default_v1,"{""stock_id"": ""1240"", ""name"": ""茂生農經"", ""close"": 59.0, ""ma20"": 59.25, ""bias_pct"": -0.42194092827004215, ""vol_ratio"": 2.5359378622768376, ""matched_at"": ""2026-05-06"", ""atr14"": 0.5434611955611601, ""target_low"": 59.81519179334174, ""target_high"": 60.63038358668348, ""stop_loss"": 58.18480820665826, ""risk_reward"": 2.0}",0.27816482877617477,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,1586,,,default_v1,"{""stock_id"": ""1586"", ""name"": ""和勤"", ""close"": 21.7, ""ma20"": 22.4525, ""bias_pct"": -3.3515198752922895, ""vol_ratio"": 3.5427522955184183, ""matched_at"": ""2026-05-06"", ""atr14"": 0.4900023592834093, ""target_low"": 22.435003538925113, ""target_high"": 23.170007077850226, ""stop_loss"": 20.964996461074886, ""risk_reward"": 2.0}",0.3999640478425413,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,1742,,,default_v1,"{""stock_id"": ""1742"", ""name"": ""台蠟"", ""close"": 15.5, ""ma20"": 15.995, ""bias_pct"": -3.094717099093462, ""vol_ratio"": 1.2346822236626849, ""matched_at"": ""2026-05-06"", ""atr14"": 0.4683154163074795, ""target_low"": 16.202473124461218, ""target_high"": 16.90494624892244, ""stop_loss"": 14.79752687553878, ""risk_reward"": 2.0}",0.2837367071972015,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,1777,,,default_v1,"{""stock_id"": ""1777"", ""name"": ""生泰"", ""close"": 70.9, ""ma20"": 71.22, ""bias_pct"": -0.44931199101375063, ""vol_ratio"": 1.357930313028084, ""matched_at"": ""2026-05-06"", ""atr14"": 0.5839129578670766, ""target_low"": 71.77586943680062, ""target_high"": 72.65173887360123, ""stop_loss"": 70.02413056319939, ""risk_reward"": 2.0}",0.24758411780776673,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2063,,,default_v1,"{""stock_id"": ""2063"", ""name"": ""世鎧"", ""close"": 25.35, ""ma20"": 26.675, ""bias_pct"": -4.967197750702902, ""vol_ratio"": 1.6126007875492219, ""matched_at"": ""2026-05-06"", ""atr14"": 0.4160710506444712, ""target_low"": 25.974106575966708, ""target_high"": 26.598213151933415, ""stop_loss"": 24.725893424033295, ""risk_reward"": 2.0}",0.3125650632903426,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2643,,,default_v1,"{""stock_id"": ""2643"", ""name"": ""捷迅"", ""close"": 66.9, ""ma20"": 68.31, ""bias_pct"": -2.0641194554237985, ""vol_ratio"": 2.084397945187058, ""matched_at"": ""2026-05-06"", ""atr14"": 1.039581677534389, ""target_low"": 68.45937251630158, ""target_high"": 70.01874503260318, ""stop_loss"": 65.34062748369843, ""risk_reward"": 2.0000000000000093}",0.35418754188938245,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2732,,,default_v1,"{""stock_id"": ""2732"", ""name"": ""六角"", ""close"": 64.7, ""ma20"": 66.28999999999999, ""bias_pct"": -2.398551817770387, ""vol_ratio"": 1.5169135864893564, ""matched_at"": ""2026-05-06"", ""atr14"": 1.4315600292232062, ""target_low"": 66.8473400438348, ""target_high"": 68.99468008766962, ""stop_loss"": 62.55265995616519, ""risk_reward"": 2.0}",0.4018280736404964,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2736,,,default_v1,"{""stock_id"": ""2736"", ""name"": ""富野"", ""close"": 12.7, ""ma20"": 13.3, ""bias_pct"": -4.511278195488732, ""vol_ratio"": 1.7381102396419492, ""matched_at"": ""2026-05-06"", ""atr14"": 0.43018949669594836, ""target_low"": 13.345284245043922, ""target_high"": 13.990568490087844, ""stop_loss"": 12.054715754956076, ""risk_reward"": 1.9999999999999973}",0.1897244940812132,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2745,,,default_v1,"{""stock_id"": ""2745"", ""name"": ""五福"", ""close"": 101.5, ""ma20"": 104.175, ""bias_pct"": -2.5677945764338825, ""vol_ratio"": 2.053792071166222, ""matched_at"": ""2026-05-06"", ""atr14"": 2.281085858030405, ""target_low"": 104.9216287870456, ""target_high"": 108.34325757409121, ""stop_loss"": 98.0783712129544, ""risk_reward"": 2.0}",0.5590204888094572,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2751,,,default_v1,"{""stock_id"": ""2751"", ""name"": ""王座"", ""close"": 54.4, ""ma20"": 56.89, ""bias_pct"": -4.376867639303923, ""vol_ratio"": 3.7910026869562903, ""matched_at"": ""2026-05-06"", ""atr14"": 1.2286634475396119, ""target_low"": 56.24299517130942, ""target_high"": 58.085990342618835, ""stop_loss"": 52.55700482869058, ""risk_reward"": 2.0}",0.460181225847364,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2755,,,default_v1,"{""stock_id"": ""2755"", ""name"": ""揚秦"", ""close"": 136.0, ""ma20"": 137.925, ""bias_pct"": -1.3956860612651885, ""vol_ratio"": 3.6266551436772736, ""matched_at"": ""2026-05-06"", ""atr14"": 3.002575185193158, ""target_low"": 140.50386277778975, ""target_high"": 145.00772555557947, ""stop_loss"": 131.49613722221025, ""risk_reward"": 1.9999999999999938}",0.42859647714586546,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2916,,,default_v1,"{""stock_id"": ""2916"", ""name"": ""滿心"", ""close"": 44.8, ""ma20"": 46.44, ""bias_pct"": -3.531438415159347, ""vol_ratio"": 1.5985860952797029, ""matched_at"": ""2026-05-06"", ""atr14"": 0.6341750183854904, ""target_low"": 45.751262527578234, ""target_high"": 46.70252505515647, ""stop_loss"": 43.84873747242176, ""risk_reward"": 2.0}",0.3593513427524897,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,2949,,,default_v1,"{""stock_id"": ""2949"", ""name"": ""欣新網"", ""close"": 54.0, ""ma20"": 54.78000000000001, ""bias_pct"": -1.4238773274918002, ""vol_ratio"": 4.657806483666625, ""matched_at"": ""2026-05-06"", ""atr14"": 9.306221083340745, ""target_low"": 67.95933162501112, ""target_high"": 81.91866325002223, ""stop_loss"": 40.04066837498888, ""risk_reward"": 2.0}",0.42102977298390293,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3078,,,default_v1,"{""stock_id"": ""3078"", ""name"": ""僑威"", ""close"": 56.6, ""ma20"": 56.455, ""bias_pct"": 0.25684173235320723, ""vol_ratio"": 1.5076349157089686, ""matched_at"": ""2026-05-06"", ""atr14"": 1.4637081909225083, ""target_low"": 58.79556228638376, ""target_high"": 60.991124572767525, ""stop_loss"": 54.40443771361624, ""risk_reward"": 2.0}",0.5417978096827646,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3083,,,default_v1,"{""stock_id"": ""3083"", ""name"": ""網龍"", ""close"": 26.85, ""ma20"": 27.097500000000004, ""bias_pct"": -0.9133683919180818, ""vol_ratio"": 1.9119023545722618, ""matched_at"": ""2026-05-06"", ""atr14"": 0.7226920471055228, ""target_low"": 27.934038070658286, ""target_high"": 29.01807614131657, ""stop_loss"": 25.765961929341717, ""risk_reward"": 2.0}",0.42393907356008226,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3105,,,default_v1,"{""stock_id"": ""3105"", ""name"": ""穩懋"", ""close"": 500.0, ""ma20"": 498.0, ""bias_pct"": 0.4016064257028112, ""vol_ratio"": 1.330052002685894, ""matched_at"": ""2026-05-06"", ""atr14"": 42.303822193994215, ""target_low"": 563.4557332909914, ""target_high"": 626.9114665819826, ""stop_loss"": 436.5442667090087, ""risk_reward"": 2.0}",0.6377580849698146,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3158,,,default_v1,"{""stock_id"": ""3158"", ""name"": ""嘉實"", ""close"": 89.1, ""ma20"": 90.275, ""bias_pct"": -1.3015785101080157, ""vol_ratio"": 2.6445858943259957, ""matched_at"": ""2026-05-06"", ""atr14"": 3.9827217637668135, ""target_low"": 95.07408264565021, ""target_high"": 101.04816529130044, ""stop_loss"": 83.12591735434978, ""risk_reward"": 2.000000000000002}",0.4404626276050049,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3188,,,default_v1,"{""stock_id"": ""3188"", ""name"": ""鑫龍騰"", ""close"": 25.1, ""ma20"": 26.3425, ""bias_pct"": -4.716712536775172, ""vol_ratio"": 1.3246663580238653, ""matched_at"": ""2026-05-06"", ""atr14"": 0.8157217464577455, ""target_low"": 26.32358261968662, ""target_high"": 27.54716523937324, ""stop_loss"": 23.876417380313384, ""risk_reward"": 2.000000000000003}",0.4346588019066363,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3285,,,default_v1,"{""stock_id"": ""3285"", ""name"": ""微端"", ""close"": 28.6, ""ma20"": 28.3875, ""bias_pct"": 0.7485689123734114, ""vol_ratio"": 1.3521083231925208, ""matched_at"": ""2026-05-06"", ""atr14"": 0.6632602662622459, ""target_low"": 29.59489039939337, ""target_high"": 30.58978079878674, ""stop_loss"": 27.60510960060663, ""risk_reward"": 2.0}",0.5219015826493335,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3287,,,default_v1,"{""stock_id"": ""3287"", ""name"": ""廣寰科"", ""close"": 28.1, ""ma20"": 28.6675, ""bias_pct"": -1.9795936164646342, ""vol_ratio"": 1.8168930679921762, ""matched_at"": ""2026-05-06"", ""atr14"": 0.5825259241555347, ""target_low"": 28.973788886233304, ""target_high"": 29.847577772466607, ""stop_loss"": 27.2262111137667, ""risk_reward"": 2.0}",0.2852892129224229,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3288,,,default_v1,"{""stock_id"": ""3288"", ""name"": ""點晶"", ""close"": 15.15, ""ma20"": 15.3375, ""bias_pct"": -1.2224938875305622, ""vol_ratio"": 1.5842337061563323, ""matched_at"": ""2026-05-06"", ""atr14"": 0.8470880067022509, ""target_low"": 16.420632010053378, ""target_high"": 17.691264020106754, ""stop_loss"": 13.879367989946624, ""risk_reward"": 2.0000000000000013}",0.4089148325695435,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3294,,,default_v1,"{""stock_id"": ""3294"", ""name"": ""英濟"", ""close"": 30.45, ""ma20"": 31.922499999999996, ""bias_pct"": -4.612733965071648, ""vol_ratio"": 1.3546771673764633, ""matched_at"": ""2026-05-06"", ""atr14"": 1.3212171654853024, ""target_low"": 32.43182574822795, ""target_high"": 34.413651496455905, ""stop_loss"": 28.468174251772044, ""risk_reward"": 1.9999999999999982}",0.5146301093212513,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3306,,,default_v1,"{""stock_id"": ""3306"", ""name"": ""鼎天"", ""close"": 47.6, ""ma20"": 47.4225, ""bias_pct"": 0.3742949022088713, ""vol_ratio"": 1.7031409909211845, ""matched_at"": ""2026-05-06"", ""atr14"": 1.475016967400642, ""target_low"": 49.81252545110097, ""target_high"": 52.025050902201926, ""stop_loss"": 45.387474548899036, ""risk_reward"": 1.999999999999997}",0.4349941820254545,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3360,,,default_v1,"{""stock_id"": ""3360"", ""name"": ""尚立"", ""close"": 13.4, ""ma20"": 13.959999999999999, ""bias_pct"": -4.011461318051567, ""vol_ratio"": 1.3410565456293495, ""matched_at"": ""2026-05-06"", ""atr14"": 0.45409184882885406, ""target_low"": 14.081137773243281, ""target_high"": 14.762275546486563, ""stop_loss"": 12.71886222675672, ""risk_reward"": 2.0000000000000027}",0.29672826207051056,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3373,,,default_v1,"{""stock_id"": ""3373"", ""name"": ""熱映"", ""close"": 16.85, ""ma20"": 16.995, ""bias_pct"": -0.8531921153280352, ""vol_ratio"": 1.2754358346452102, ""matched_at"": ""2026-05-06"", ""atr14"": 0.24826045385783013, ""target_low"": 17.222390680786745, ""target_high"": 17.594781361573492, ""stop_loss"": 16.477609319213258, ""risk_reward"": 2.0000000000000093}",0.291421596291627,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3492,,,default_v1,"{""stock_id"": ""3492"", ""name"": ""長盛"", ""close"": 22.4, ""ma20"": 23.485, ""bias_pct"": -4.619970193740689, ""vol_ratio"": 1.4764034811199915, ""matched_at"": ""2026-05-06"", ""atr14"": 0.5967351133959732, ""target_low"": 23.295102670093957, ""target_high"": 24.19020534018792, ""stop_loss"": 21.50489732990604, ""risk_reward"": 2.000000000000004}",0.2980326714722878,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3512,,,default_v1,"{""stock_id"": ""3512"", ""name"": ""皇龍"", ""close"": 20.6, ""ma20"": 21.557499999999997, ""bias_pct"": -4.441609648614153, ""vol_ratio"": 3.7787521886831983, ""matched_at"": ""2026-05-06"", ""atr14"": 0.3624387753590009, ""target_low"": 21.143658163038502, ""target_high"": 21.687316326077003, ""stop_loss"": 20.0563418369615, ""risk_reward"": 2.0}",0.2934307661629522,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3521,,,default_v1,"{""stock_id"": ""3521"", ""name"": ""台鋼建設"", ""close"": 13.9, ""ma20"": 13.977500000000001, ""bias_pct"": -0.5544625290645722, ""vol_ratio"": 2.431997605417742, ""matched_at"": ""2026-05-06"", ""atr14"": 0.5305489227347983, ""target_low"": 14.695823384102198, ""target_high"": 15.491646768204395, ""stop_loss"": 13.104176615897803, ""risk_reward"": 2.0}",0.46932913849075214,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3537,,,default_v1,"{""stock_id"": ""3537"", ""name"": ""堡達"", ""close"": 43.4, ""ma20"": 44.332499999999996, ""bias_pct"": -2.1034229966728644, ""vol_ratio"": 1.7897301349325336, ""matched_at"": ""2026-05-06"", ""atr14"": 1.142885493616536, ""target_low"": 45.114328240424804, ""target_high"": 46.82865648084961, ""stop_loss"": 41.68567175957519, ""risk_reward"": 2.0}",0.46336192300951445,2026-05-06T08:21:18+00:00
2026-05-06,pure_stock,bias_convergence,3541,,,default_v1,"{""stock_id"": ""3541"", ""name"": ""西柏"", ""close"": 23.3, ""ma20"": 23.8525, ""bias_pct"": -2.316319044125347, ""vol_ratio"": 1.4588284616016518, ""matched_at"": ""2026-05-06"", ""atr14"": 0.22590647853917997, ""target_low"": 23.63885971780877, ""target_high"": 23.97771943561754, ""stop_loss"": 22.96114028219123, ""risk_reward"": 2.0}",0.2031279514792875,2026-05-06T08:21:18+00:00
